Geneid,Auxin1,Auxin2,Control1,Control2
FBgn0037419,0,1,1,5
FBgn0037421,0,0,0,0
FBgn0037422,0,0,0,0
FBgn0040279,1,0,0,0
FBgn0037424,0,0,2,0
FBgn0051561,0,0,0,0
FBgn0051560,0,0,0,0
FBgn0037427,0,1,2,2
FBgn0037428,0,1,0,0
FBgn0037420,0,0,0,1
FBgn0037418,0,0,1,0
FBgn0037412,0,0,0,0
FBgn0051559,2,0,3,1
FBgn0046875,0,1,0,0
FBgn0046876,0,1,2,1
FBgn0026077,0,1,7,11
FBgn0037399,0,0,0,0
FBgn0037398,0,0,0,0
FBgn0037396,0,1,0,0
FBgn0037374,546,609,458,480
FBgn0037375,58,62,62,54
FBgn0028690,955,1056,854,972
FBgn0037377,218,219,168,193
FBgn0037379,1801,1908,1891,1959
FBgn0037384,468,522,436,488
FBgn0037386,1,1,4,1
FBgn0037387,41,36,55,32
FBgn0037388,0,1,0,0
FBgn0037389,0,0,0,0
FBgn0028436,152,170,122,147
FBgn0037395,2,3,17,25
FBgn0003261,5829,6403,5716,6359
FBgn0010403,0,0,0,0
FBgn0011281,0,0,0,0
FBgn0040679,0,0,0,0
FBgn0037391,2254,2357,2685,2621
FBgn0029088,455,488,342,389
FBgn0037383,477,498,462,517
FBgn0037382,357,364,295,355
FBgn0037378,410,485,339,397
FBgn0037376,558,575,458,523
FBgn0037372,194,236,223,190
FBgn0037329,282,349,256,316
FBgn0011715,271,324,239,246
FBgn0037332,289,288,258,286
FBgn0051550,720,761,679,787
FBgn0010051,2025,1939,3874,3998
FBgn0037338,233,253,155,192
FBgn0037341,932,958,627,650
FBgn0041191,410,533,356,409
FBgn0037345,324,376,239,279
FBgn0037347,278,292,228,268
FBgn0019637,494,491,432,450
FBgn0037351,1766,2078,1892,2201
FBgn0051551,13,9,13,6
FBgn0051549,475,518,262,277
FBgn0037354,953,920,671,729
FBgn0037356,720,830,645,757
FBgn0037359,166,172,154,145
FBgn0046222,792,855,709,763
FBgn0037363,1652,1819,1573,1615
FBgn0037368,284,287,201,234
FBgn0037370,796,865,672,698
FBgn0027497,856,917,857,898
FBgn0037371,426,427,374,382
FBgn0037369,132,145,92,119
FBgn0004878,121,134,344,435
FBgn0037365,0,1,0,1
FBgn0037364,607,539,569,535
FBgn0010772,569,670,486,572
FBgn0037360,1024,1198,971,1112
FBgn0037358,2386,2827,2049,2395
FBgn0027951,1435,1589,1447,1505
FBgn0051548,231,230,141,214
FBgn0051546,125,140,118,108
FBgn0044823,94,114,69,82
FBgn0037350,167,213,133,132
FBgn0017550,905,1091,762,866
FBgn0014366,550,601,495,548
FBgn0037344,1403,1636,1264,1312
FBgn0037342,426,499,389,456
FBgn0037340,149,170,117,110
FBgn0037339,835,1030,634,739
FBgn0037336,1312,1395,1247,1299
FBgn0010399,13,18,62,79
FBgn0051547,6,8,12,11
FBgn0015402,1156,1334,1058,1177
FBgn0025825,0,0,0,0
FBgn0037330,225,238,182,232
FBgn0037328,1028,1137,1066,1119
FBgn0037327,1913,2090,1566,1798
FBgn0037295,9,6,21,18
FBgn0037294,2,1,0,2
FBgn0037297,397,393,379,402
FBgn0037299,966,1155,875,895
FBgn0037301,606,644,509,568
FBgn0037304,13,11,12,20
FBgn0037310,7,18,12,12
FBgn0051542,0,0,1,0
FBgn0003275,904,1075,792,945
FBgn0011965,450,465,497,666
FBgn0037325,0,0,0,0
FBgn0037324,1,1,3,2
FBgn0037323,2,5,12,12
FBgn0037322,0,0,0,0
FBgn0001311,11,12,21,20
FBgn0037320,0,0,0,0
FBgn0037315,4405,4606,3634,4281
FBgn0037312,793,881,670,868
FBgn0051538,308,325,294,319
FBgn0037307,3,7,7,7
FBgn0037305,250,286,267,228
FBgn0260462,1395,1601,1158,1230
FBgn0053293,84,84,60,62
FBgn0040208,876,995,791,887
FBgn0037298,185,168,65,86
FBgn0037296,11,13,9,8
FBgn0004913,820,847,716,782
FBgn0037290,324,312,187,172
FBgn0037293,826,1054,748,860
FBgn0040684,0,0,0,0
FBgn0010313,2256,2556,2565,2736
FBgn0037292,0,0,1,0
FBgn0037291,0,1,0,1
FBgn0037288,1,2,1,0
FBgn0004436,1086,1168,1027,1073
FBgn0004183,14304,14246,12323,15018
FBgn0020280,1,1,0,0
FBgn0037262,183,193,145,189
FBgn0037263,97,70,79,73
FBgn0022981,2,1,0,0
FBgn0037265,193,192,129,138
FBgn0010750,821,934,806,918
FBgn0037279,923,954,1075,1078
FBgn0037280,59,49,53,51
FBgn0037284,0,0,0,0
FBgn0037283,0,0,0,0
FBgn0037282,792,860,639,705
FBgn0026417,233,259,200,230
FBgn0037276,15,14,9,8
FBgn0037275,2,1,0,2
FBgn0027570,197,225,159,155
FBgn0037270,767,812,693,835
FBgn0040466,27,32,80,102
FBgn0037261,920,1396,855,1343
FBgn0052945,0,0,0,0
FBgn0027930,3508,3933,3937,4670
FBgn0037232,340,433,318,348
FBgn0040687,1,0,0,2
FBgn0037235,292,388,299,335
FBgn0037238,87,95,85,113
FBgn0037239,2529,3022,2793,2769
FBgn0037240,1537,1766,1580,1707
FBgn0003882,1098,1392,932,916
FBgn0037241,741,889,606,669
FBgn0037244,234,322,244,292
FBgn0051528,0,4,2,1
FBgn0051525,1,1,0,1
FBgn0037250,332,370,341,344
FBgn0037252,715,740,620,701
FBgn0037254,1,1,1,1
FBgn0037255,909,956,958,966
FBgn0051526,4,3,11,13
FBgn0037260,1,2,12,4
FBgn0051523,4244,5187,4376,5061
FBgn0051522,1366,1509,1153,1320
FBgn0037251,100,105,66,108
FBgn0037249,1633,1827,1572,1869
FBgn0037248,1738,1828,1754,1985
FBgn0052944,118,86,106,90
FBgn0037242,809,920,663,712
FBgn0037236,778,767,673,730
FBgn0037231,512,560,552,622
FBgn0037230,10,13,14,12
FBgn0037213,18,20,29,40
FBgn0037215,2997,3103,2987,3410
FBgn0037218,772,771,665,755
FBgn0015331,373,433,348,366
FBgn0010225,3702,3890,4320,4534
FBgn0037223,3,8,11,4
FBgn0037224,6,3,1,1
FBgn0037227,2,1,1,3
FBgn0041621,44,43,23,24
FBgn0037228,2483,2954,2663,3152
FBgn0037229,25,33,28,26
FBgn0037225,7,8,4,2
FBgn0037220,1066,1167,998,1015
FBgn0051516,3,5,1,2
FBgn0037217,9,6,19,8
FBgn0000500,3,5,4,5
FBgn0031670,227,307,237,291
FBgn0000299,6713,6947,6339,7137
FBgn0260470,0,0,0,0
FBgn0031676,334,367,291,306
FBgn0031682,583,638,509,544
FBgn0031683,385,410,366,356
FBgn0031684,223,240,204,231
FBgn0031681,3281,3488,3378,3315
FBgn0028694,1198,1432,1185,1436
FBgn0031678,2196,2153,2342,2464
FBgn0031677,25,30,18,17
FBgn0022023,1321,1382,1237,1288
FBgn0031675,165,165,160,162
FBgn0031673,270,309,206,249
FBgn0016075,8537,9012,8894,10322
FBgn0031668,0,0,0,0
FBgn0053113,2953,3429,3277,3577
FBgn0051971,10883,11984,13117,14490
FBgn0046776,72,68,18,32
FBgn0031693,54,57,34,26
FBgn0031694,191,175,173,175
FBgn0031695,131,128,101,103
FBgn0031696,751,776,765,778
FBgn0016076,2206,2395,4055,4438
FBgn0015031,464,501,493,488
FBgn0031701,141,119,87,117
FBgn0016920,6,4,3,2
FBgn0016660,1,4,3,1
FBgn0031703,306,312,370,350
FBgn0031702,20,25,22,39
FBgn0031700,1,0,2,1
FBgn0031698,1798,1747,1855,1863
FBgn0031697,57,48,44,45
FBgn0000228,545,564,511,559
FBgn0003716,777,842,980,1068
FBgn0051914,17680,19015,19997,21760
FBgn0031707,0,0,0,1
FBgn0000318,662,754,605,700
FBgn0031711,485,544,414,411
FBgn0051989,351,349,295,303
FBgn0051648,154,187,120,152
FBgn0051915,234,267,250,224
FBgn0002525,1288,1402,1307,1406
FBgn0031717,316,329,313,312
FBgn0031719,0,0,0,0
FBgn0031721,0,0,0,1
FBgn0004620,0,2,0,1
FBgn0041719,86,87,71,80
FBgn0031724,1,1,0,0
FBgn0031728,16,9,14,12
FBgn0031729,0,1,1,1
FBgn0051646,1,1,2,2
FBgn0031725,2,5,9,14
FBgn0031723,0,0,0,0
FBgn0031722,0,1,0,0
FBgn0031720,0,0,0,0
FBgn0031718,0,0,0,0
FBgn0014189,1309,1257,1304,1385
FBgn0031716,113,108,135,96
FBgn0031715,3,5,3,7
FBgn0031713,453,566,385,518
FBgn0031710,279,294,239,236
FBgn0031708,224,279,221,260
FBgn0051647,0,0,0,0
FBgn0031730,0,0,0,0
FBgn0024191,198,229,208,231
FBgn0031736,1430,1532,1400,1600
FBgn0031735,30,35,36,52
FBgn0051912,5,5,5,5
FBgn0051913,0,0,0,1
FBgn0031740,629,701,594,669
FBgn0031741,1472,1551,1246,1483
FBgn0031746,0,0,0,0
FBgn0043362,1105,1123,1072,1126
FBgn0015381,0,0,1,3
FBgn0001128,2301,2453,2207,2376
FBgn0031752,512,623,502,523
FBgn0031753,0,0,0,0
FBgn0031751,2,0,3,1
FBgn0031749,0,0,0,0
FBgn0031747,4,4,3,3
FBgn0002855,0,0,0,0
FBgn0002856,0,0,0,0
FBgn0031745,2832,3045,3316,3776
FBgn0051644,0,0,0,0
FBgn0031739,688,696,552,615
FBgn0031738,2068,2081,2306,2555
FBgn0031737,19,12,22,11
FBgn0031734,7,16,70,128
FBgn0031733,0,0,0,0
FBgn0031732,3,1,0,2
FBgn0031731,0,0,0,1
FBgn0003980,0,1,1,2
FBgn0031757,2,0,1,1
FBgn0031758,0,0,1,0
FBgn0001942,3114,3365,3275,3534
FBgn0001941,4385,4574,3974,4563
FBgn0031760,342,396,278,368
FBgn0031763,0,0,0,0
FBgn0051643,111,139,135,145
FBgn0031768,258,340,242,324
FBgn0031769,735,771,772,855
FBgn0031770,22,25,27,20
FBgn0031772,355,396,317,319
FBgn0031774,161,187,136,151
FBgn0031776,528,618,455,476
FBgn0051642,255,286,122,126
FBgn0031784,1,0,1,1
FBgn0031785,0,1,0,1
FBgn0040950,0,0,0,0
FBgn0031786,0,0,0,0
FBgn0051639,0,0,0,0
FBgn0031782,479,554,468,463
FBgn0031779,750,901,755,930
FBgn0031777,199,249,173,160
FBgn0031775,15,19,3,9
FBgn0031773,132,174,119,145
FBgn0031771,468,488,451,558
FBgn0029161,71,92,87,94
FBgn0000052,483,482,464,509
FBgn0031766,55,31,41,66
FBgn0025742,371,403,386,446
FBgn0031764,437,494,448,519
FBgn0001170,2,0,3,2
FBgn0001089,103,120,146,283
FBgn0031759,1199,1329,1162,1249
FBgn0000308,6492,6932,7066,7636
FBgn0031756,38,28,19,19
FBgn0003979,0,1,0,0
FBgn0040949,0,3,0,0
FBgn0026755,0,0,1,0
FBgn0031791,11,6,6,12
FBgn0260452,0,1,0,0
FBgn0015623,1914,2284,1942,2221
FBgn0031803,5,4,1,1
FBgn0031805,1141,1344,3914,4388
FBgn0043854,101,126,293,388
FBgn0031808,0,1,0,2
FBgn0031811,99,85,93,96
FBgn0031815,237,285,250,256
FBgn0031820,880,899,731,786
FBgn0027496,708,834,627,775
FBgn0051638,275,307,282,309
FBgn0031824,1083,1249,1244,1475
FBgn0031822,367,393,341,362
FBgn0031818,438,485,433,493
FBgn0031817,439,490,483,496
FBgn0031816,1562,1692,2156,2449
FBgn0031814,458,528,626,789
FBgn0011722,5366,6468,6400,8660
FBgn0031804,1,1,1,0
FBgn0031801,33,33,15,12
FBgn0031800,5,3,2,3
FBgn0031799,1047,1154,1070,1177
FBgn0031792,0,0,1,0
FBgn0031826,84,118,89,107
FBgn0051637,2958,3243,3481,3663
FBgn0031830,584,700,592,639
FBgn0031831,130,134,120,129
FBgn0031836,4781,5149,5398,5687
FBgn0028467,699,764,622,789
FBgn0000392,0,0,0,0
FBgn0031851,687,798,552,675
FBgn0046704,817,907,851,902
FBgn0031853,42,26,48,49
FBgn0031855,30,31,53,52
FBgn0051910,0,0,0,0
FBgn0031854,0,1,0,1
FBgn0025777,453,454,419,478
FBgn0025595,6,3,0,3
FBgn0031850,494,567,671,682
FBgn0031849,0,0,1,0
FBgn0028703,1961,2280,1951,2329
FBgn0031848,199,199,206,213
FBgn0000351,72,65,81,75
FBgn0028990,1800,1808,1888,2211
FBgn0031844,39,27,35,43
FBgn0051636,4,3,1,6
FBgn0051633,135,147,105,124
FBgn0051635,2744,3081,2795,3219
FBgn0051634,44,42,41,24
FBgn0031837,3,8,2,4
FBgn0031834,303,315,350,341
FBgn0031832,275,305,266,319
FBgn0031829,20,28,40,25
FBgn0031858,0,0,1,1
FBgn0051631,5299,5873,5781,6515
FBgn0031860,5,6,7,1
FBgn0051632,114,127,88,142
FBgn0017551,700,752,633,846
FBgn0031866,70,90,76,83
FBgn0031868,641,625,594,612
FBgn0004838,3916,4292,3866,4073
FBgn0020616,475,419,466,453
FBgn0031875,188,213,172,195
FBgn0031877,112,124,100,96
FBgn0021944,750,828,605,693
FBgn0031879,6,5,17,16
FBgn0016978,993,1102,1177,1271
FBgn0031878,1103,1057,1100,1082
FBgn0031876,209,254,203,248
FBgn0031874,105,97,86,81
FBgn0031873,123,126,110,119
FBgn0031872,400,445,445,516
FBgn0031871,463,559,469,504
FBgn0031869,17,15,17,13
FBgn0028554,1884,1931,1888,2273
FBgn0026196,2076,2179,2198,2291
FBgn0052829,141,142,183,150
FBgn0011737,650,623,618,629
FBgn0042092,334,431,352,391
FBgn0031865,3,5,4,3
FBgn0031861,0,0,0,1
FBgn0042189,0,0,0,0
FBgn0015776,3355,3751,3516,4097
FBgn0031857,44,41,65,59
FBgn0031856,12,7,13,16
FBgn0003046,3,5,5,6
FBgn0031881,769,965,790,952
FBgn0031885,647,706,673,733
FBgn0031887,16,17,13,28
FBgn0031893,280,299,291,298
FBgn0051909,16,38,25,32
FBgn0031900,1,0,1,2
FBgn0031897,2618,2996,2832,3181
FBgn0031896,853,907,895,934
FBgn0031895,143,150,135,131
FBgn0031894,1086,1054,1114,1255
FBgn0031888,10905,11313,12961,14117
FBgn0031886,253,258,210,230
FBgn0051907,3,1,14,11
FBgn0031882,1061,1098,1090,1362
FBgn0051908,1306,1336,1239,1319
FBgn0031902,59,58,41,41
FBgn0031903,2,5,2,1
FBgn0002938,0,0,0,1
FBgn0031905,2,1,0,0
FBgn0031907,29,37,36,46
FBgn0031908,2,3,5,4
FBgn0031910,59,49,67,68
FBgn0028387,397,416,455,393
FBgn0031914,2013,1868,3401,3799
FBgn0031918,6,3,6,4
FBgn0031920,5,4,2,1
FBgn0011283,85,87,39,35
FBgn0045495,1,3,0,2
FBgn0041247,0,0,0,0
FBgn0025697,44,77,43,49
FBgn0031913,1596,2162,1914,2197
FBgn0031909,526,562,682,705
FBgn0031906,27,41,28,30
FBgn0031904,599,671,609,689
FBgn0083141,0,0,0,1
FBgn0031925,1,0,0,1
FBgn0031926,63,70,25,34
FBgn0040299,83,78,83,66
FBgn0041181,193,214,266,292
FBgn0031941,0,0,1,0
FBgn0003961,1,2,0,0
FBgn0031946,1,0,2,0
FBgn0031947,459,514,562,596
FBgn0031951,238,295,330,370
FBgn0031952,1167,1217,1220,1174
FBgn0031950,809,961,826,955
FBgn0031948,1198,1287,1930,2111
FBgn0031942,0,0,0,0
FBgn0031940,0,0,0,0
FBgn0014454,0,2,0,2
FBgn0031939,1911,2075,1378,1493
FBgn0031937,402,501,894,927
FBgn0031936,85,67,107,104
FBgn0031935,13,14,12,20
FBgn0053296,3,4,6,8
FBgn0041182,3536,3881,4403,4863
FBgn0031929,10,6,7,3
FBgn0027515,741,772,637,688
FBgn0004177,1360,1417,1543,1454
FBgn0031954,1,0,1,0
FBgn0011861,11734,13019,14563,14799
FBgn0031968,4523,5452,4052,4567
FBgn0031975,67,77,54,64
FBgn0031977,1968,2187,1808,1901
FBgn0044323,1533,1619,1312,1519
FBgn0031979,215,250,125,164
FBgn0031981,653,695,583,631
FBgn0010287,307,347,231,288
FBgn0013531,154,180,136,161
FBgn0011230,4283,4667,3468,3997
FBgn0031980,634,679,647,725
FBgn0031976,2,5,4,2
FBgn0031974,665,837,1373,1616
FBgn0031973,182,176,129,132
FBgn0031972,233,227,173,209
FBgn0031970,13,12,9,12
FBgn0031969,5286,6286,6377,7371
FBgn0053121,28,28,12,19
FBgn0051902,4,3,7,1
FBgn0031961,116,75,111,116
FBgn0031959,6,4,7,5
FBgn0045038,5,6,5,6
FBgn0031957,5,4,7,3
FBgn0031955,0,2,1,0
FBgn0020618,1644,1614,1939,2161
FBgn0031986,7,6,3,6
FBgn0031988,1695,1928,1734,1988
FBgn0051606,0,0,0,0
FBgn0031996,433,480,203,213
FBgn0031997,409,470,208,263
FBgn0031999,11,18,7,4
FBgn0015299,400,515,203,270
FBgn0032002,224,267,112,114
FBgn0032003,40,56,12,13
FBgn0032008,0,0,0,2
FBgn0011902,5257,6340,5218,5720
FBgn0032013,17,25,3,5
FBgn0032014,462,496,365,476
FBgn0032016,327,382,337,378
FBgn0032018,878,1018,1034,1306
FBgn0032020,324,402,327,379
FBgn0032022,70,95,66,84
FBgn0032024,808,941,647,751
FBgn0032025,156,146,326,304
FBgn0051901,3,2,0,7
FBgn0032026,2397,3120,2415,2815
FBgn0032021,163,156,91,82
FBgn0032017,82,106,101,92
FBgn0032015,634,744,716,929
FBgn0003502,4812,5289,4547,5032
FBgn0032010,226,231,150,173
FBgn0028987,0,0,0,0
FBgn0032006,6908,6752,4599,4879
FBgn0032005,1860,2077,1117,1393
FBgn0032004,1285,1387,970,925
FBgn0032000,370,476,213,225
FBgn0003607,1066,1184,613,633
FBgn0031998,5720,6280,3972,4159
FBgn0031992,124,191,128,159
FBgn0031990,888,1019,957,1037
FBgn0031987,155,158,140,145
FBgn0031985,797,811,657,809
FBgn0032029,1835,1897,1955,2255
FBgn0032030,456,553,405,417
FBgn0032032,709,847,515,575
FBgn0032034,473,542,381,425
FBgn0032036,3092,3631,3211,3726
FBgn0041717,1282,1546,1432,1657
FBgn0032039,0,0,0,0
FBgn0032040,7,15,11,9
FBgn0051898,95,113,110,104
FBgn0020497,1419,1450,1308,1422
FBgn0027932,5188,5789,5898,6457
FBgn0051897,98,117,108,81
FBgn0053194,1,1,1,1
FBgn0051896,16078,17373,18082,19885
FBgn0032047,110,114,108,148
FBgn0032052,308,381,344,396
FBgn0032054,344,376,310,340
FBgn0032055,6,5,5,2
FBgn0016122,1999,2245,2106,2103
FBgn0028394,1439,1605,2725,2620
FBgn0051603,15950,17495,18195,19424
FBgn0011259,397,341,1215,1114
FBgn0051895,9377,10507,11022,11699
FBgn0051602,18601,20343,21477,23215
FBgn0051604,16066,17124,17859,19868
FBgn0032053,93,109,106,104
FBgn0032051,474,523,557,589
FBgn0032050,520,572,557,660
FBgn0032048,2,3,3,5
FBgn0032049,0,0,0,1
FBgn0051892,17618,18828,19424,21778
FBgn0026718,1861,2022,1945,1958
FBgn0027490,517,481,448,532
FBgn0001137,2450,2565,2406,2444
FBgn0032042,525,564,544,595
FBgn0014417,826,901,891,1000
FBgn0001084,457,442,468,520
FBgn0040959,0,1,1,0
FBgn0040958,0,1,0,0
FBgn0040098,0,0,0,0
FBgn0015583,0,1,1,0
FBgn0032033,314,318,283,330
FBgn0032031,222,228,203,186
FBgn0001114,516,508,1525,1807
FBgn0051889,14019,15022,15589,17225
FBgn0051890,18030,19736,19736,21690
FBgn0032061,12,10,8,4
FBgn0032065,0,0,0,0
FBgn0029123,4835,4961,8894,10059
FBgn0052986,11,15,11,12
FBgn0052987,10,16,6,11
FBgn0052988,9,10,4,7
FBgn0052983,7,7,4,1
FBgn0032072,4,5,5,5
FBgn0032069,1,0,0,0
FBgn0032068,0,0,0,0
FBgn0032067,0,0,2,0
FBgn0032066,13,22,54,37
FBgn0003209,6882,7294,6569,7240
FBgn0004914,3267,3804,3409,3535
FBgn0032059,212,273,161,181
FBgn0032058,9,3,5,4
FBgn0051888,16783,18019,18118,20332
FBgn0032057,0,9,0,5
FBgn0032074,39,42,97,95
FBgn0032075,6,6,5,1
FBgn0052985,507,439,389,400
FBgn0052984,2008,1694,1519,1465
FBgn0032082,3918,3788,4032,4146
FBgn0040963,5,4,1,4
FBgn0032085,5,10,5,4
FBgn0032086,1,1,4,1
FBgn0040964,75,89,69,59
FBgn0015316,84,64,69,83
FBgn0032087,0,0,0,0
FBgn0032088,5,11,9,11
FBgn0032094,0,0,0,0
FBgn0032095,0,1,0,1
FBgn0051609,2,4,5,9
FBgn0032096,0,0,0,1
FBgn0052982,4973,5192,4840,5386
FBgn0032100,79,64,104,89
FBgn0032101,457,567,351,375
FBgn0051708,37,66,52,66
FBgn0032090,0,0,0,0
FBgn0032089,30,43,25,46
FBgn0013746,596,604,480,493
FBgn0011705,3244,3808,3379,3488
FBgn0032084,76,51,60,66
FBgn0032083,31,29,95,104
FBgn0032080,232,174,263,190
FBgn0032079,2766,2851,3038,3048
FBgn0032078,5510,5791,5466,6145
FBgn0041092,5311,5331,5400,5843
FBgn0032109,1,0,0,0
FBgn0010314,239,208,220,190
FBgn0026439,1089,1200,367,470
FBgn0032110,1,1,0,0
FBgn0032111,0,0,0,0
FBgn0012036,3148,3275,2776,3248
FBgn0032116,0,0,0,0
FBgn0011232,631,782,616,663
FBgn0032119,69,77,67,68
FBgn0032115,0,1,1,0
FBgn0032105,404,416,355,351
FBgn0032104,52,49,41,31
FBgn0051885,4839,5627,5865,6382
FBgn0002973,1209,1403,1196,1375
FBgn0032123,1203,1398,1009,1274
FBgn0032122,8,1,4,3
FBgn0032124,1,5,4,3
FBgn0032125,1,1,0,0
FBgn0032126,1,1,0,0
FBgn0032127,0,0,0,0
FBgn0032131,0,0,0,0
FBgn0019809,1,2,0,0
FBgn0040070,4700,4917,4657,4359
FBgn0032135,4769,5514,4796,4559
FBgn0032136,4061,3959,4778,5829
FBgn0053299,22,22,34,41
FBgn0011207,681,771,604,688
FBgn0032138,1138,1153,1075,1312
FBgn0051710,3295,3988,3443,3610
FBgn0000273,1769,2001,1812,1892
FBgn0051882,0,0,1,0
FBgn0032132,1,1,2,0
FBgn0014179,128,153,101,115
FBgn0051709,0,0,1,0
FBgn0028479,1340,1645,1431,1503
FBgn0032129,77,78,62,71
FBgn0004868,902,1043,831,1000
FBgn0032139,66,85,92,112
FBgn0032140,1778,1918,2857,3099
FBgn0032143,10,19,9,5
FBgn0032144,3,4,0,3
FBgn0032147,3086,3587,3228,3366
FBgn0032149,305,264,272,319
FBgn0032169,185,188,129,155
FBgn0032170,694,825,623,741
FBgn0032172,904,1051,763,848
FBgn0032171,401,446,293,383
FBgn0032168,179,218,179,155
FBgn0063449,3455,3315,3362,3441
FBgn0025881,595,574,596,649
FBgn0063389,149,125,135,159
FBgn0063392,178,160,176,189
FBgn0063391,218,198,215,239
FBgn0032150,269,278,234,226
FBgn0011291,162,219,144,188
FBgn0015035,39,55,18,23
FBgn0028704,62,66,167,159
FBgn0000180,355,415,131,158
FBgn0043456,1325,1481,1308,1341
FBgn0011584,481,502,414,502
FBgn0032176,0,2,0,1
FBgn0027600,17,18,18,29
FBgn0053302,1,3,0,0
FBgn0032178,1045,1059,530,573
FBgn0032187,130,106,116,121
FBgn0032188,0,0,0,0
FBgn0005593,1762,1839,1980,2181
FBgn0032194,383,386,382,405
FBgn0032195,326,326,309,312
FBgn0032198,1148,1281,1079,1174
FBgn0032197,580,604,408,448
FBgn0032196,561,639,514,517
FBgn0024320,2012,1945,1968,2003
FBgn0032193,150,172,121,134
FBgn0032192,27,30,36,36
FBgn0032191,2335,2647,1543,1826
FBgn0032189,247,300,253,287
FBgn0028675,645,736,389,517
FBgn0051874,10,11,4,7
FBgn0032184,0,0,1,0
FBgn0032181,0,0,0,0
FBgn0032175,0,1,0,0
FBgn0051755,279,284,260,294
FBgn0051875,238,263,262,287
FBgn0040965,2,3,5,6
FBgn0004419,1056,1144,941,979
FBgn0051717,693,793,562,631
FBgn0010407,110,94,60,93
FBgn0032204,472,487,403,413
FBgn0032205,307,386,231,277
FBgn0032214,457,498,410,437
FBgn0032217,322,366,312,341
FBgn0032219,1,2,0,3
FBgn0032222,461,491,356,385
FBgn0032223,1091,1222,1000,1052
FBgn0019932,1977,2105,1527,1835
FBgn0051715,1003,1111,847,963
FBgn0032224,408,401,319,324
FBgn0032225,34,33,27,31
FBgn0032229,559,621,556,611
FBgn0003087,379,405,341,354
FBgn0032230,22,13,8,16
FBgn0032231,371,416,329,322
FBgn0032233,12,15,15,11
FBgn0032234,354,344,266,327
FBgn0032235,49,36,17,30
FBgn0032236,331,368,320,314
FBgn0051716,1074,1146,977,1111
FBgn0051718,4,8,0,2
FBgn0003942,985,1047,881,1088
FBgn0025366,1219,1219,1343,1455
FBgn0032243,243,312,263,270
FBgn0032244,314,260,272,271
FBgn0032246,1364,1533,1154,1229
FBgn0032247,175,150,146,156
FBgn0004915,488,590,548,537
FBgn0032250,298,340,252,285
FBgn0027052,451,489,386,456
FBgn0032251,334,388,298,334
FBgn0032252,159,167,108,110
FBgn0027611,2332,2759,2368,2805
FBgn0032256,238,293,238,276
FBgn0026431,339,379,291,297
FBgn0032260,104,129,88,111
FBgn0032258,349,380,311,309
FBgn0051719,459,507,314,379
FBgn0032253,32,33,38,36
FBgn0032249,93,69,36,46
FBgn0032248,238,259,207,224
FBgn0005683,250,320,204,202
FBgn0032242,475,564,408,450
FBgn0004106,402,377,346,352
FBgn0053303,949,1115,866,971
FBgn0027568,1410,1638,1334,1285
FBgn0032228,7,11,15,10
FBgn0032221,126,110,61,88
FBgn0011703,1371,1466,934,911
FBgn0032218,1032,1101,753,802
FBgn0032216,816,977,732,839
FBgn0027491,59,52,92,79
FBgn0032213,1243,1424,1091,1221
FBgn0005322,930,959,711,759
FBgn0032211,7,11,7,8
FBgn0032210,237,355,275,293
FBgn0032209,23,16,6,23
FBgn0032208,2516,2824,2104,2335
FBgn0003751,303,371,137,164
FBgn0011305,852,919,872,900
FBgn0032200,714,832,672,661
FBgn0000229,626,598,522,574
FBgn0024248,635,795,640,617
FBgn0032261,95,120,110,107
FBgn0010398,203,201,198,204
FBgn0032264,1298,1297,2387,2493
FBgn0032265,21,25,43,53
FBgn0032266,4,2,1,1
FBgn0032268,0,0,1,0
FBgn0051872,0,0,0,0
FBgn0043825,0,0,0,0
FBgn0051871,0,0,2,3
FBgn0040496,10,4,1,3
FBgn0032280,0,1,0,0
FBgn0032281,0,0,0,0
FBgn0032287,47,61,36,46
FBgn0032289,0,0,1,1
FBgn0032290,379,406,324,349
FBgn0032291,70,84,87,83
FBgn0032293,273,316,224,292
FBgn0032295,721,681,565,628
FBgn0027550,16,15,12,7
FBgn0015320,805,936,596,755
FBgn0032297,1937,2121,1667,1625
FBgn0032296,312,342,258,306
FBgn0032294,2,0,0,1
FBgn0027868,650,726,626,640
FBgn0032292,496,549,409,536
FBgn0024740,1,0,0,0
FBgn0023496,0,0,2,0
FBgn0032286,0,1,2,2
FBgn0032285,12,11,16,16
FBgn0032284,1,0,0,0
FBgn0032283,3,0,3,2
FBgn0032282,0,0,0,0
FBgn0032271,1,0,1,0
FBgn0032269,0,0,0,0
FBgn0032262,84,111,55,50
FBgn0032299,3,1,2,3
FBgn0051870,0,0,0,0
FBgn0032303,0,0,0,0
FBgn0032304,0,0,0,0
FBgn0027363,1311,1485,1348,1467
FBgn0032311,0,0,0,0
FBgn0032318,0,0,0,0
FBgn0032321,402,441,326,332
FBgn0032322,439,441,422,436
FBgn0041781,1042,1236,1055,1162
FBgn0026148,264,262,230,205
FBgn0026147,760,893,785,811
FBgn0040096,8,11,5,20
FBgn0023415,1,1,0,0
FBgn0032331,0,1,0,0
FBgn0040967,0,0,0,0
FBgn0032330,5394,6252,5996,6590
FBgn0032329,264,288,259,258
FBgn0015756,967,1009,946,1147
FBgn0000146,954,1409,580,1010
FBgn0004872,36,38,38,32
