Geneid,CHD1fem1,CHD1fem2,OREfem1,OREfem2
FBgn0037396,26,22,38,34
FBgn0037374,81,45,236,176
FBgn0037375,183,91,340,292
FBgn0028690,183,118,492,371
FBgn0037377,13,12,60,52
FBgn0037379,202,123,492,394
FBgn0037384,56,20,125,65
FBgn0037386,18,15,65,46
FBgn0037387,411,331,1063,634
FBgn0037388,0,0,2,0
FBgn0037389,0,0,0,0
FBgn0028436,21,18,41,40
FBgn0037395,0,0,2,0
FBgn0003261,2568,1419,6506,4962
FBgn0010403,6,20,18,65
FBgn0011281,17,44,20,136
FBgn0040679,0,0,2,0
FBgn0037391,182,126,326,381
FBgn0029088,301,154,596,464
FBgn0037383,28,14,65,42
FBgn0037382,83,51,202,198
FBgn0037378,37,19,101,59
FBgn0037376,12,11,80,43
FBgn0037372,22,8,51,42
FBgn0037329,96,62,202,168
FBgn0011715,51,26,120,88
FBgn0037332,243,154,452,371
FBgn0051550,498,361,1108,943
FBgn0010051,1679,1079,3286,2245
FBgn0037338,28,8,81,50
FBgn0037341,109,82,311,153
FBgn0041191,122,84,464,341
FBgn0037345,4,2,20,10
FBgn0037347,104,50,265,283
FBgn0019637,0,0,0,0
FBgn0037351,2270,1420,7444,6078
FBgn0051551,0,0,0,0
FBgn0051549,36,25,100,74
FBgn0037354,68,49,180,125
FBgn0037356,66,48,121,99
FBgn0037359,10,2,24,34
FBgn0046222,58,34,148,98
FBgn0037363,899,542,1864,1351
FBgn0037368,8,4,14,28
FBgn0037370,31,22,84,94
FBgn0027497,330,130,472,321
FBgn0037371,88,70,187,130
FBgn0037369,14,8,44,28
FBgn0004878,0,0,4,0
FBgn0037365,6,22,42,26
FBgn0037364,14,16,37,31
FBgn0010772,827,471,1893,1485
FBgn0037360,178,118,455,440
FBgn0037358,154,58,368,286
FBgn0027951,529,312,1172,833
FBgn0051548,92,42,371,277
FBgn0051546,2,0,6,8
FBgn0044823,46,20,104,77
FBgn0037350,17,8,60,28
FBgn0017550,183,76,401,339
FBgn0014366,62,41,144,76
FBgn0037344,1179,688,2067,1682
FBgn0037342,46,29,123,92
FBgn0037340,12,14,46,18
FBgn0037339,339,194,652,403
FBgn0037336,968,519,1841,1593
FBgn0010399,234,173,555,416
FBgn0051547,395,272,940,581
FBgn0015402,459,257,760,636
FBgn0025825,0,0,0,0
FBgn0037330,16,16,81,90
FBgn0037328,829,596,2854,2598
FBgn0037327,405,281,891,1112
FBgn0037295,80,58,151,132
FBgn0037294,10,10,28,8
FBgn0037297,112,52,253,205
FBgn0037299,52,43,161,128
FBgn0037301,95,54,172,148
FBgn0037304,3,2,24,19
FBgn0037310,30,36,98,94
FBgn0051542,0,0,0,0
FBgn0003275,12,21,99,88
FBgn0011965,0,0,0,0
FBgn0037325,10,20,77,53
FBgn0037324,10,15,84,158
FBgn0037323,4,0,10,12
FBgn0037322,0,0,0,0
FBgn0001311,34,14,137,70
FBgn0037320,0,0,2,4
FBgn0037315,338,223,905,960
FBgn0037312,60,43,104,156
FBgn0051538,214,123,401,419
FBgn0037307,20,6,33,21
FBgn0037305,14,10,69,59
FBgn0260462,749,547,1482,1409
FBgn0053293,8,11,40,17
FBgn0040208,189,113,457,300
FBgn0037298,528,333,1565,1308
FBgn0037296,2,0,15,10
FBgn0004913,99,81,208,198
FBgn0037290,162,142,404,213
FBgn0037293,85,54,180,130
FBgn0040684,0,0,0,0
FBgn0010313,1660,786,3459,2048
FBgn0037292,25,18,53,38
FBgn0037291,6,2,4,0
FBgn0037288,444,235,582,352
FBgn0004436,308,175,896,710
FBgn0004183,4,3,5,13
FBgn0020280,0,0,0,0
FBgn0037262,57,32,109,96
FBgn0037263,11,2,12,6
FBgn0022981,0,2,0,0
FBgn0037265,111,48,136,114
FBgn0010750,90,56,235,181
FBgn0037279,64,49,206,164
FBgn0037280,6,0,20,24
FBgn0037284,0,0,0,0
FBgn0037283,0,0,0,0
FBgn0037282,143,100,303,288
FBgn0026417,28,28,56,72
FBgn0037276,6,2,10,2
FBgn0037275,18,14,48,34
FBgn0027570,160,95,225,154
FBgn0037270,388,324,1315,1025
FBgn0040466,18,9,67,40
FBgn0037261,304,224,829,598
FBgn0052945,0,0,0,0
FBgn0027930,0,0,0,0
FBgn0037232,66,78,194,168
FBgn0040687,0,0,0,0
FBgn0037235,29,22,58,58
FBgn0037238,783,422,1944,1421
FBgn0037239,392,311,1093,1037
FBgn0037240,582,323,1383,1028
FBgn0003882,155,75,318,242
FBgn0037241,64,18,123,84
FBgn0037244,42,19,120,60
FBgn0051528,41,15,52,42
FBgn0051525,6,3,22,12
FBgn0037250,2,0,8,8
FBgn0037252,283,177,637,580
FBgn0037254,4,2,6,4
FBgn0037255,103,70,236,168
FBgn0051526,22,4,13,21
FBgn0037260,3,4,18,11
FBgn0051523,691,352,1654,1151
FBgn0051522,553,315,1129,655
FBgn0037251,1,0,0,2
FBgn0037249,965,668,2003,1697
FBgn0037248,106,56,499,196
FBgn0052944,117,60,264,201
FBgn0037242,12,11,19,25
FBgn0037236,18,8,17,31
FBgn0037231,23,8,55,48
FBgn0037230,686,703,1439,1267
FBgn0037213,664,334,1147,826
FBgn0037215,285,187,542,484
FBgn0037218,429,286,931,665
FBgn0015331,86,56,248,145
FBgn0010225,2007,1680,5221,4273
FBgn0037223,0,2,4,6
FBgn0037224,2,2,0,2
FBgn0037227,6,0,0,4
FBgn0041621,28,28,18,16
FBgn0037228,76,59,89,103
FBgn0037229,93,44,102,107
FBgn0037225,36,20,64,59
FBgn0037220,107,38,193,152
FBgn0051516,4,2,2,4
FBgn0037217,20,7,31,18
FBgn0000500,84,48,271,304
FBgn0031670,104,50,278,206
FBgn0000299,563,416,1378,1098
FBgn0260470,0,0,0,0
FBgn0031676,14,18,73,46
FBgn0031682,48,34,135,129
FBgn0031683,247,142,634,486
FBgn0031684,86,80,257,181
FBgn0031681,359,204,961,705
FBgn0028694,118,85,273,187
FBgn0031678,6,10,16,26
FBgn0031677,0,0,2,0
FBgn0022023,542,335,1262,1013
FBgn0031675,105,54,313,210
FBgn0031673,209,83,331,345
FBgn0016075,522,334,1035,809
FBgn0031668,0,0,0,0
FBgn0053113,1384,797,3215,2286
FBgn0051971,0,0,0,0
FBgn0046776,26,4,24,28
FBgn0031693,194,141,421,404
FBgn0031694,95,76,183,176
FBgn0031695,84,36,191,123
FBgn0031696,191,94,365,278
FBgn0016076,1665,801,4442,2314
FBgn0015031,280,131,797,704
FBgn0031701,0,41,54,26
FBgn0016920,37,28,103,63
FBgn0016660,10,10,18,18
FBgn0031703,172,138,319,145
FBgn0031702,160,69,350,178
FBgn0031700,14,12,35,31
FBgn0031698,1548,832,2842,2067
FBgn0031697,85,45,235,148
FBgn0000228,592,332,1185,1004
FBgn0003716,323,199,940,589
FBgn0051914,0,0,0,0
FBgn0031707,5,3,4,10
FBgn0000318,123,47,217,157
FBgn0031711,42,42,126,86
FBgn0051989,48,22,111,82
FBgn0051648,27,8,69,37
FBgn0051915,66,43,171,107
FBgn0002525,186,90,435,330
FBgn0031717,32,38,106,90
FBgn0031719,0,0,0,2
FBgn0031721,0,0,0,0
FBgn0004620,23,14,65,56
FBgn0041719,0,0,0,0
FBgn0031724,0,0,2,5
FBgn0031728,0,0,2,0
FBgn0031729,0,0,0,2
FBgn0051646,53,39,141,143
FBgn0031725,62,38,159,110
FBgn0031723,0,0,0,0
FBgn0031722,0,0,0,0
FBgn0031720,0,0,0,0
FBgn0031718,2,0,0,0
FBgn0014189,169,120,459,383
FBgn0031716,63,47,160,101
FBgn0031715,7,2,0,4
FBgn0031713,130,64,200,195
FBgn0031710,63,46,119,120
FBgn0031708,77,40,150,124
FBgn0051647,0,0,2,0
FBgn0031730,17,12,36,44
FBgn0024191,34,10,55,83
FBgn0031736,132,57,361,298
FBgn0031735,36,28,90,59
FBgn0051912,4,0,3,2
FBgn0051913,61,28,68,64
FBgn0031740,40,38,105,85
FBgn0031741,10,35,31,24
FBgn0031746,0,0,0,0
FBgn0043362,1507,1010,2580,2293
FBgn0015381,8,0,25,18
FBgn0001128,1134,792,2433,1261
FBgn0031752,419,218,744,708
FBgn0031753,26,16,70,62
FBgn0031751,8,0,5,2
FBgn0031749,16,10,34,38
FBgn0031747,0,0,0,2
FBgn0002855,0,0,0,0
FBgn0002856,0,0,0,0
FBgn0031745,53,31,127,114
FBgn0051644,0,0,0,0
FBgn0031739,55,48,110,94
FBgn0031738,146,90,526,381
FBgn0031737,72,67,233,182
FBgn0031734,375,200,690,488
FBgn0031733,36,16,59,60
FBgn0031732,0,0,0,0
FBgn0031731,0,0,0,0
FBgn0003980,0,0,0,2
FBgn0031757,0,0,7,4
FBgn0031758,0,0,0,0
FBgn0001942,3268,2129,10732,8456
FBgn0001941,150,101,389,285
FBgn0031760,45,21,138,124
FBgn0031763,1,0,0,2
FBgn0051643,44,28,97,48
FBgn0031768,64,36,139,84
FBgn0031769,54,48,179,166
FBgn0031770,311,222,816,695
FBgn0031772,16,16,32,25
FBgn0031774,37,19,60,41
FBgn0031776,11,16,50,28
FBgn0051642,37,21,125,78
FBgn0031784,0,0,0,0
FBgn0031785,0,2,2,0
FBgn0040950,2,0,0,0
FBgn0031786,0,0,0,0
FBgn0051639,0,0,0,0
FBgn0031782,34,20,54,30
FBgn0031779,105,66,288,182
FBgn0031777,16,8,35,32
FBgn0031775,26,8,4,0
FBgn0031773,70,48,101,97
FBgn0031771,898,539,2007,1552
FBgn0029161,0,0,0,2
FBgn0000052,883,774,3152,4706
FBgn0031766,2,6,8,2
FBgn0025742,116,58,172,145
FBgn0031764,24,10,47,24
FBgn0001170,2,4,4,2
FBgn0001089,18,9,16,10
FBgn0031759,927,551,2307,1600
FBgn0000308,681,319,2188,1464
FBgn0031756,4,2,13,4
FBgn0003979,0,0,0,0
FBgn0040949,0,0,0,0
FBgn0026755,2,0,2,5
FBgn0031791,23,16,47,59
FBgn0260452,6,6,11,7
FBgn0015623,833,651,2470,1419
FBgn0031803,0,0,0,2
FBgn0031805,77,31,423,124
FBgn0043854,23,6,34,26
FBgn0031808,151,100,111,105
FBgn0031811,51,26,86,66
FBgn0031815,353,182,779,595
FBgn0031820,566,324,1197,830
FBgn0027496,56,70,155,113
FBgn0051638,188,134,442,507
FBgn0031824,62,76,200,227
FBgn0031822,10,12,26,18
FBgn0031818,130,53,269,236
FBgn0031817,29,26,107,60
FBgn0031816,98,20,136,91
FBgn0031814,580,303,1078,835
FBgn0011722,1393,1075,3743,1480
FBgn0031804,0,0,0,0
FBgn0031801,150,161,358,300
FBgn0031800,154,103,245,340
FBgn0031799,174,94,377,312
FBgn0031792,6,8,10,7
FBgn0031826,6,2,1,4
FBgn0051637,307,214,701,594
FBgn0031830,215,168,791,635
FBgn0031831,0,0,0,0
FBgn0031836,521,228,1458,1028
FBgn0028467,144,110,310,296
FBgn0000392,0,0,0,0
FBgn0031851,38,26,116,71
FBgn0046704,500,292,1197,909
FBgn0031853,12,2,4,10
FBgn0031855,78,48,251,162
FBgn0051910,8,2,22,15
FBgn0031854,18,9,25,18
FBgn0025777,252,160,758,666
FBgn0025595,261,120,421,290
FBgn0031850,364,225,574,453
FBgn0031849,2,2,4,0
FBgn0028703,906,466,2043,1460
FBgn0031848,0,0,4,8
FBgn0000351,10,4,11,22
FBgn0028990,326,275,1152,604
FBgn0031844,0,0,0,0
FBgn0051636,14,10,20,24
FBgn0051633,36,8,78,84
FBgn0051635,1376,767,3301,2327
FBgn0051634,6,0,4,10
FBgn0031837,10,6,28,21
FBgn0031834,40,26,100,70
FBgn0031832,20,11,57,74
FBgn0031829,0,0,4,10
FBgn0031858,461,232,745,576
FBgn0051631,0,0,0,0
FBgn0031860,31,34,108,59
FBgn0051632,65,32,86,57
FBgn0017551,44,38,109,141
FBgn0031866,615,337,1505,1053
FBgn0031868,107,46,212,158
FBgn0004838,2547,1518,7756,5992
FBgn0020616,154,90,322,242
FBgn0031875,6,6,17,18
FBgn0031877,6,2,40,22
FBgn0021944,36,34,93,96
FBgn0031879,1060,660,1156,774
FBgn0016978,188,120,460,349
FBgn0031878,2,2,7,6
FBgn0031876,6,12,34,16
FBgn0031874,8,8,16,32
FBgn0031873,4,8,46,36
FBgn0031872,28,12,53,46
FBgn0031871,56,24,106,108
FBgn0031869,132,86,335,228
FBgn0028554,115,57,247,182
FBgn0026196,78,60,323,142
FBgn0052829,2,2,10,8
FBgn0011737,274,146,558,432
FBgn0042092,12,4,40,26
FBgn0031865,60,30,74,42
FBgn0031861,0,0,0,0
FBgn0042189,0,0,0,0
FBgn0015776,481,286,1389,986
FBgn0031857,602,294,1318,859
FBgn0031856,10,4,12,0
FBgn0003046,12,8,44,41
FBgn0031881,34,12,99,66
FBgn0031885,640,397,1519,1303
FBgn0031887,2,0,2,1
FBgn0031893,140,75,344,286
FBgn0051909,0,0,0,0
FBgn0031900,2,0,0,0
FBgn0031897,932,607,2313,1329
FBgn0031896,124,86,417,294
FBgn0031895,81,44,99,90
FBgn0031894,10,10,20,8
FBgn0031888,12,14,25,23
FBgn0031886,3,0,7,2
FBgn0051907,13,4,7,20
FBgn0031882,66,24,117,99
FBgn0051908,156,79,492,328
FBgn0031902,36,24,83,89
FBgn0031903,9,6,14,8
FBgn0002938,7502,4135,21949,15316
FBgn0031905,0,0,13,0
FBgn0031907,82,70,239,157
FBgn0031908,115,68,245,163
FBgn0031910,0,0,0,0
FBgn0028387,113,50,199,157
FBgn0031914,174,109,823,601
FBgn0031918,2,8,2,4
FBgn0031920,30,10,57,48
FBgn0011283,18,28,30,79
FBgn0045495,2,0,13,10
FBgn0041247,0,0,0,0
FBgn0025697,243,136,590,641
FBgn0031913,257,238,580,146
FBgn0031909,16,15,60,43
FBgn0031906,12,18,40,26
FBgn0031904,79,43,225,204
FBgn0083141,2,4,2,6
FBgn0031925,22,20,74,28
FBgn0031926,28,14,36,27
FBgn0040299,112,80,234,172
FBgn0041181,164,108,331,186
FBgn0031941,0,0,0,0
FBgn0003961,0,0,0,0
FBgn0031946,0,0,0,0
FBgn0031947,111,67,242,163
FBgn0031951,33,24,102,76
FBgn0031952,641,317,1702,1329
FBgn0031950,254,143,484,513
FBgn0031948,166,118,596,316
FBgn0031942,20,22,65,66
FBgn0031940,10,2,12,6
FBgn0014454,16,4,11,3
FBgn0031939,33,18,52,35
FBgn0031937,83,64,210,152
FBgn0031936,38,48,292,257
FBgn0031935,13,12,35,18
FBgn0053296,18,16,27,40
FBgn0041182,1617,1345,2467,1786
FBgn0031929,0,0,5,2
FBgn0027515,125,56,341,246
FBgn0004177,569,308,1440,1148
FBgn0031954,0,0,2,0
FBgn0011861,0,0,0,0
FBgn0031968,32,26,116,93
FBgn0031975,76,62,280,177
FBgn0031977,32,15,120,97
FBgn0044323,612,369,1471,1029
FBgn0031979,11,6,22,8
FBgn0031981,613,377,984,771
FBgn0010287,13,12,14,18
FBgn0013531,20,6,30,12
FBgn0011230,4707,2753,9487,8151
FBgn0031980,350,200,1256,1091
FBgn0031976,12,5,4,8
FBgn0031974,8,6,92,81
FBgn0031973,156,203,462,350
FBgn0031972,77,15,140,177
FBgn0031970,11,4,30,28
FBgn0031969,283,167,716,455
FBgn0053121,0,2,6,4
FBgn0051902,2,0,2,4
FBgn0031961,6,4,22,6
FBgn0031959,20,26,60,26
FBgn0045038,142,64,438,347
FBgn0031957,0,0,2,0
FBgn0031955,172,100,489,394
FBgn0020618,3896,2508,13096,9956
FBgn0031986,9,2,24,24
FBgn0031988,129,93,397,331
FBgn0051606,8,16,54,26
FBgn0031996,20,20,53,41
FBgn0031997,43,18,77,79
FBgn0031999,22,24,213,189
FBgn0015299,17,12,82,42
FBgn0032002,22,10,24,30
FBgn0032003,6,0,6,5
FBgn0032008,82,64,516,371
FBgn0011902,0,0,0,2
FBgn0032013,67,26,179,129
FBgn0032014,21,15,63,73
FBgn0032016,18,28,48,62
FBgn0032018,161,102,317,315
FBgn0032020,29,20,58,30
FBgn0032022,82,31,193,126
FBgn0032024,4,0,2,0
FBgn0032025,145,73,362,155
FBgn0051901,0,0,1,13
FBgn0032026,246,162,522,385
FBgn0032021,396,173,707,476
FBgn0032017,20,6,41,35
FBgn0032015,102,82,145,166
FBgn0003502,226,131,556,522
FBgn0032010,1384,688,2297,1790
FBgn0028987,0,0,4,0
FBgn0032006,593,334,1327,902
FBgn0032005,233,185,476,377
FBgn0032004,8,0,8,10
FBgn0032000,48,27,120,95
FBgn0003607,87,66,223,219
FBgn0031998,120,50,310,219
FBgn0031992,52,20,123,84
FBgn0031990,1204,826,2763,2429
FBgn0031987,42,36,163,154
FBgn0031985,555,363,1059,804
FBgn0032029,100,53,170,138
FBgn0032030,46,38,64,58
FBgn0032032,28,19,58,46
FBgn0032034,10,4,24,18
FBgn0032036,263,108,627,429
FBgn0041717,0,0,0,0
FBgn0032039,0,0,0,0
FBgn0032040,2,2,9,2
FBgn0051898,4,2,0,4
FBgn0020497,494,272,1179,977
FBgn0027932,603,304,1045,816
FBgn0051897,10,5,28,21
FBgn0053194,0,0,6,4
FBgn0051896,0,0,0,0
FBgn0032047,10,4,19,10
FBgn0032052,40,20,57,50
FBgn0032054,20,8,81,42
FBgn0032055,0,2,7,4
FBgn0016122,484,353,1029,752
FBgn0028394,81,45,187,130
FBgn0051603,0,0,0,0
FBgn0011259,1221,607,2938,2340
FBgn0051895,3,0,0,0
FBgn0051602,2,0,0,0
FBgn0051604,0,0,0,0
FBgn0032053,14,26,55,48
FBgn0032051,32,28,124,75
FBgn0032050,24,24,148,69
FBgn0032048,104,56,320,230
FBgn0032049,2,2,6,6
FBgn0051892,0,0,0,2
FBgn0026718,92,62,275,138
FBgn0027490,49,30,121,78
FBgn0001137,40,31,92,52
FBgn0032042,126,74,221,159
FBgn0014417,86,99,86,80
FBgn0001084,15,12,54,40
FBgn0040959,0,2,0,0
FBgn0040958,0,0,0,0
FBgn0040098,0,0,0,0
FBgn0015583,0,0,0,0
FBgn0032033,16,12,28,34
FBgn0032031,10,16,40,30
FBgn0001114,2031,1825,3610,2405
FBgn0051889,0,0,0,0
FBgn0051890,0,0,0,0
FBgn0032061,12,4,25,9
FBgn0032065,0,0,0,2
FBgn0029123,566,302,1208,660
FBgn0052986,0,0,0,0
FBgn0052987,0,0,0,0
FBgn0052988,0,0,0,0
FBgn0052983,0,0,0,0
FBgn0032072,0,0,0,0
FBgn0032069,0,0,8,4
FBgn0032068,0,0,0,0
FBgn0032067,0,2,4,0
FBgn0032066,0,0,0,0
FBgn0003209,695,357,1982,1282
FBgn0004914,435,290,1264,679
FBgn0032059,38,22,105,88
FBgn0032058,2,0,2,4
FBgn0051888,0,0,0,0
FBgn0032057,0,0,2,2
FBgn0032074,0,0,1,0
FBgn0032075,89,48,82,71
FBgn0052985,2,0,2,0
FBgn0052984,2,0,19,10
FBgn0032082,0,0,6,6
FBgn0040963,0,0,0,6
FBgn0032085,6,3,10,15
FBgn0032086,0,0,0,0
FBgn0040964,25,11,70,49
FBgn0015316,4,4,7,22
FBgn0032087,0,0,0,0
FBgn0032088,0,0,0,0
FBgn0032094,0,0,0,0
FBgn0032095,4,0,0,0
FBgn0051609,0,0,0,0
FBgn0032096,0,0,0,0
FBgn0052982,334,180,602,523
FBgn0032100,27,12,54,31
FBgn0032101,35,44,111,80
FBgn0051708,54,20,123,123
FBgn0032090,0,0,0,0
FBgn0032089,0,0,0,0
FBgn0013746,92,59,249,181
FBgn0011705,140,123,683,177
FBgn0032084,9,14,37,37
FBgn0032083,12,8,27,44
FBgn0032080,2,0,2,0
FBgn0032079,69,62,103,108
FBgn0032078,145,90,243,185
FBgn0041092,1615,873,3184,2699
FBgn0032109,312,134,64,28
FBgn0010314,17,9,4,4
FBgn0026439,978,571,2056,1557
FBgn0032110,0,0,0,0
FBgn0032111,0,0,0,0
FBgn0012036,1982,1449,5298,4308
FBgn0032116,20,20,118,49
FBgn0011232,146,110,301,213
FBgn0032119,2,0,4,11
FBgn0032115,14,4,43,20
FBgn0032105,0,0,6,0
FBgn0032104,0,2,11,2
FBgn0051885,0,0,4,2
FBgn0002973,498,291,1217,756
FBgn0032123,587,353,1384,1179
FBgn0032122,8,8,31,12
FBgn0032124,0,0,10,6
FBgn0032125,0,0,6,0
FBgn0032126,0,5,4,4
FBgn0032127,1,4,18,21
FBgn0032131,0,0,0,0
FBgn0019809,0,0,12,14
FBgn0040070,229,186,885,527
FBgn0032135,203,151,401,338
FBgn0032136,5161,3857,14412,8853
FBgn0053299,4,0,70,50
FBgn0011207,108,60,254,181
FBgn0032138,582,371,1387,1166
FBgn0051710,55,23,138,83
FBgn0000273,1756,894,4610,3343
FBgn0051882,0,0,0,0
FBgn0032132,0,0,0,0
FBgn0014179,0,2,8,2
FBgn0051709,0,0,0,0
FBgn0028479,642,420,2555,2603
FBgn0032129,40,38,147,69
FBgn0004868,527,397,1212,865
FBgn0032139,212,128,646,507
FBgn0032140,160,96,545,326
FBgn0032143,0,0,4,4
FBgn0032144,0,0,4,2
FBgn0032147,49,37,185,112
FBgn0032149,34,8,45,22
FBgn0032169,12,22,47,30
FBgn0032170,233,149,545,435
FBgn0032172,144,85,327,261
FBgn0032171,24,22,30,14
FBgn0032168,12,15,63,60
FBgn0063449,8,8,17,19
FBgn0025881,0,1,2,4
FBgn0063389,0,0,3,2
FBgn0063392,0,0,2,0
FBgn0063391,0,0,0,4
FBgn0032150,12,6,14,24
FBgn0011291,16,6,26,24
FBgn0015035,183,161,267,446
FBgn0028704,3906,2112,9072,6576
FBgn0000180,61,32,64,79
FBgn0043456,354,221,939,628
FBgn0011584,346,219,870,719
FBgn0032176,0,0,0,0
FBgn0027600,8,0,5,4
FBgn0053302,0,0,0,0
FBgn0032178,14,6,34,23
FBgn0032187,115,46,90,100
FBgn0032188,23,22,48,54
FBgn0005593,2832,1867,8628,7623
FBgn0032194,46,34,103,71
FBgn0032195,27,8,87,53
FBgn0032198,117,108,411,283
FBgn0032197,79,39,217,181
FBgn0032196,52,22,110,108
FBgn0024320,565,259,1151,931
FBgn0032193,12,6,30,22
FBgn0032192,0,2,3,4
FBgn0032191,220,157,299,334
FBgn0032189,42,18,64,70
FBgn0028675,25,37,56,39
FBgn0051874,2,0,4,4
FBgn0032184,0,6,18,10
FBgn0032181,35,27,54,96
FBgn0032175,2,2,5,6
FBgn0051755,8,4,49,28
FBgn0051875,2,0,2,2
FBgn0040965,6,4,4,2
FBgn0004419,132,80,396,295
FBgn0051717,36,16,56,42
FBgn0010407,37,18,157,88
FBgn0032204,30,30,100,45
FBgn0032205,16,10,58,28
FBgn0032214,36,27,109,88
FBgn0032217,130,93,418,263
FBgn0032219,0,0,2,8
FBgn0032222,104,60,305,225
FBgn0032223,293,122,711,380
FBgn0019932,40,22,157,91
FBgn0051715,12,9,52,36
FBgn0032224,37,31,154,104
FBgn0032225,38,12,53,54
FBgn0032229,68,54,273,165
FBgn0003087,2,0,0,0
FBgn0032230,65,37,183,99
FBgn0032231,44,30,124,95
FBgn0032233,147,62,368,284
FBgn0032234,16,6,52,38
FBgn0032235,0,0,8,2
FBgn0032236,48,24,187,87
FBgn0051716,741,462,1774,1346
FBgn0051718,0,2,4,1
FBgn0003942,1123,851,4162,3676
FBgn0025366,212,153,823,644
FBgn0032243,113,51,213,143
FBgn0032244,0,0,24,14
FBgn0032246,160,86,370,287
FBgn0032247,4,2,42,4
FBgn0004915,56,37,127,89
FBgn0032250,16,6,68,36
FBgn0027052,78,38,212,179
FBgn0032251,4,11,60,40
FBgn0032252,32,14,52,53
FBgn0027611,966,892,2270,1766
FBgn0032256,42,18,58,62
FBgn0026431,26,26,108,43
FBgn0032260,6,4,8,5
FBgn0032258,78,81,221,138
FBgn0051719,215,98,431,258
FBgn0032253,105,81,187,168
FBgn0032249,364,211,891,564
FBgn0032248,28,26,59,48
FBgn0005683,6,0,9,12
FBgn0032242,121,92,426,281
FBgn0004106,0,0,2,4
FBgn0053303,148,84,279,207
FBgn0027568,328,185,699,528
FBgn0032228,1,0,0,2
FBgn0032221,159,83,419,318
FBgn0011703,30,10,8,14
FBgn0032218,176,104,429,244
FBgn0032216,88,62,231,141
FBgn0027491,414,207,1115,745
FBgn0032213,294,230,768,629
FBgn0005322,86,56,225,166
FBgn0032211,0,2,6,14
FBgn0032210,85,45,250,166
FBgn0032209,0,0,1,2
FBgn0032208,1888,1311,4127,3227
FBgn0003751,7,4,14,14
FBgn0011305,113,80,370,244
FBgn0032200,72,50,262,231
FBgn0000229,190,116,483,339
FBgn0024248,170,90,530,401
FBgn0032261,19,9,57,40
FBgn0010398,20,16,56,56
FBgn0032264,140,100,599,259
FBgn0032265,0,2,2,2
FBgn0032266,14,12,32,43
FBgn0032268,2,8,10,9
FBgn0051872,0,0,0,0
FBgn0043825,0,0,0,0
FBgn0051871,44,14,52,32
FBgn0040496,12,0,5,0
FBgn0032280,0,0,0,0
FBgn0032281,4,4,8,6
FBgn0032287,97,65,513,408
FBgn0032289,0,0,4,2
FBgn0032290,35,26,61,55
FBgn0032291,4,0,8,8
FBgn0032293,23,16,56,32
FBgn0032295,219,84,414,280
FBgn0027550,538,469,625,535
FBgn0015320,98,87,288,245
FBgn0032297,327,179,1006,733
FBgn0032296,82,48,112,153
FBgn0032294,0,0,0,0
FBgn0027868,104,46,143,99
FBgn0032292,57,32,187,127
FBgn0024740,12,24,27,24
FBgn0023496,10,2,9,6
FBgn0032286,0,0,0,0
FBgn0032285,2617,2591,1969,1499
FBgn0032284,1,1,5,3
FBgn0032283,83,77,157,68
FBgn0032282,62,48,184,90
FBgn0032271,8,2,10,6
FBgn0032269,14,10,52,35
FBgn0032262,59,45,124,77
FBgn0032299,0,0,0,0
FBgn0051870,4,0,2,2
FBgn0032303,7,0,28,12
FBgn0032304,3,4,19,18
FBgn0027363,358,303,741,587
FBgn0032311,0,0,0,0
FBgn0032318,8,11,24,11
FBgn0032321,44,18,70,66
FBgn0032322,76,81,255,251
FBgn0041781,450,243,970,774
FBgn0026148,20,20,48,36
FBgn0026147,484,246,1174,913
FBgn0040096,0,0,5,8
FBgn0023415,11,4,12,11
FBgn0032331,10,12,21,14
FBgn0040967,2,0,4,8
FBgn0032330,251,141,526,481
FBgn0032329,0,0,0,0
FBgn0015756,1189,863,4535,3864
FBgn0000146,7,6,24,13
FBgn0004872,2,2,2,2
FBgn0010612,244,124,531,407
FBgn0000018,48,28,51,37
FBgn0053129,227,177,584,462
FBgn0032315,0,0,0,0
FBgn0032314,1,2,0,0
FBgn0032313,0,0,2,0
FBgn0032312,0,0,0,0
FBgn0024227,2,0,0,2
FBgn0027453,118,73,301,215
FBgn0069354,0,0,34,27
FBgn0032305,1214,617,2153,1655
FBgn0051869,172,112,303,220
FBgn0032298,30,18,121,76
FBgn0032335,0,0,0,0
FBgn0032338,64,60,201,90
FBgn0032339,147,117,382,258
FBgn0041246,16,2,12,10
FBgn0032348,299,193,599,483
FBgn0040211,46,38,124,103
FBgn0032354,18,10,37,62
FBgn0032358,66,41,152,131
FBgn0020270,18,11,58,50
FBgn0040232,0,0,2,6
FBgn0014076,5,6,16,19
FBgn0032350,498,378,1691,1984
FBgn0010197,22,12,52,23
FBgn0051867,2,0,2,4
FBgn0028700,7,4,9,11
FBgn0032346,6,2,34,18
FBgn0032345,0,2,0,2
FBgn0027582,275,164,433,360
FBgn0032343,48,34,133,113
FBgn0032341,348,211,673,588
FBgn0032337,2,0,2,1
FBgn0032336,42,32,294,226
FBgn0000287,203,126,388,289
FBgn0003313,0,0,0,0
FBgn0032362,0,4,9,25
FBgn0051706,206,104,425,232
FBgn0028490,2544,2072,5169,4598
FBgn0032366,0,0,0,0
FBgn0032363,769,411,1579,1106
FBgn0032360,0,0,0,0
FBgn0015400,409,234,983,761
FBgn0032371,0,0,0,0
