Geneid,CHD1male1,CHD1male2,OREmale1,OREmale2
FBgn0037420,0,0,0,0
FBgn0037418,0,0,0,0
FBgn0037412,0,0,39,18
FBgn0051559,4,0,8,4
FBgn0046875,4,2,2,2
FBgn0046876,14,12,40,24
FBgn0026077,133,87,256,185
FBgn0037399,2,2,0,0
FBgn0037398,6,0,14,10
FBgn0037396,44,20,20,25
FBgn0037374,190,67,299,308
FBgn0037375,461,181,702,645
FBgn0028690,334,144,584,456
FBgn0037377,80,20,91,77
FBgn0037379,447,168,669,608
FBgn0037384,88,38,144,128
FBgn0037386,61,24,89,77
FBgn0037387,732,203,1295,1111
FBgn0037388,4,0,2,4
FBgn0037389,2,4,2,0
FBgn0028436,59,28,79,65
FBgn0037395,2,0,12,0
FBgn0003261,4536,1614,8429,6977
FBgn0010403,14,35,22,22
FBgn0011281,37,70,40,28
FBgn0040679,0,0,2,0
FBgn0037391,430,161,687,496
FBgn0029088,613,236,1055,923
FBgn0037383,52,20,91,70
FBgn0037382,180,93,311,251
FBgn0037378,59,37,138,119
FBgn0037376,89,42,87,74
FBgn0037372,67,20,86,68
FBgn0037329,214,98,394,278
FBgn0011715,102,58,225,171
FBgn0037332,559,176,869,748
FBgn0051550,1015,324,1568,1463
FBgn0010051,2887,1032,4567,3656
FBgn0037338,109,20,133,74
FBgn0037341,207,65,371,299
FBgn0041191,303,131,477,491
FBgn0037345,21,2,20,24
FBgn0037347,190,107,395,363
FBgn0019637,0,0,0,0
FBgn0037351,2713,1257,6095,4776
FBgn0051551,2,0,4,4
FBgn0051549,91,34,126,93
FBgn0037354,157,68,175,125
FBgn0037356,146,54,159,173
FBgn0037359,20,6,63,51
FBgn0046222,100,44,162,159
FBgn0037363,1774,808,2519,2262
FBgn0037368,20,12,50,36
FBgn0037370,113,33,129,98
FBgn0027497,578,240,833,623
FBgn0037371,156,79,286,248
FBgn0037369,44,16,60,34
FBgn0004878,6,4,12,4
FBgn0037365,46,20,110,110
FBgn0037364,51,12,83,79
FBgn0010772,1646,596,2286,2005
FBgn0037360,350,115,575,609
FBgn0037358,255,113,532,456
FBgn0027951,1089,355,1760,1510
FBgn0051548,145,80,367,359
FBgn0051546,12,4,20,0
FBgn0044823,72,34,141,120
FBgn0037350,26,4,61,38
FBgn0017550,339,123,534,499
FBgn0014366,153,26,208,190
FBgn0037344,2103,734,3190,2708
FBgn0037342,117,47,182,145
FBgn0037340,40,17,30,48
FBgn0037339,617,250,985,787
FBgn0037336,1904,715,2922,2469
FBgn0010399,588,225,1075,822
FBgn0051547,776,305,1425,1139
FBgn0015402,741,345,1283,991
FBgn0025825,0,0,0,0
FBgn0037330,79,24,93,124
FBgn0037328,1224,471,2456,2106
FBgn0037327,780,259,1570,1164
FBgn0037295,195,67,270,218
FBgn0037294,26,10,41,18
FBgn0037297,209,84,381,291
FBgn0037299,164,70,175,207
FBgn0037301,205,73,312,208
FBgn0037304,18,8,47,46
FBgn0037310,70,26,140,106
FBgn0051542,0,0,0,0
FBgn0003275,50,27,95,90
FBgn0011965,0,0,0,0
FBgn0037325,50,22,96,117
FBgn0037324,28,38,35,54
FBgn0037323,2,0,8,14
FBgn0037322,0,0,0,0
FBgn0001311,65,8,136,141
FBgn0037320,2,0,0,0
FBgn0037315,860,317,1554,1231
FBgn0037312,116,54,212,181
FBgn0051538,439,140,708,511
FBgn0037307,28,8,37,42
FBgn0037305,36,26,66,78
FBgn0260462,2010,845,2375,2099
FBgn0053293,14,4,12,26
FBgn0040208,318,129,553,435
FBgn0037298,1138,434,2778,2292
FBgn0037296,10,0,28,28
FBgn0004913,216,70,325,281
FBgn0037290,323,148,372,334
FBgn0037293,189,81,242,160
FBgn0040684,0,0,0,0
FBgn0010313,3171,1064,4616,3971
FBgn0037292,35,18,64,58
FBgn0037291,3,6,6,9
FBgn0037288,890,427,782,584
FBgn0004436,632,245,967,1008
FBgn0004183,10,8,6,9
FBgn0020280,0,0,0,0
FBgn0037262,87,20,123,124
FBgn0037263,20,5,14,22
FBgn0022981,0,0,0,0
FBgn0037265,214,89,174,197
FBgn0010750,299,79,417,269
FBgn0037279,181,46,252,215
FBgn0037280,26,2,19,12
FBgn0037284,0,0,0,0
FBgn0037283,0,0,0,0
FBgn0037282,365,126,479,415
FBgn0026417,35,18,129,133
FBgn0037276,6,0,14,2
FBgn0037275,32,11,66,53
FBgn0027570,311,137,334,300
FBgn0037270,803,352,1793,1395
FBgn0040466,26,13,66,54
FBgn0037261,641,277,1054,886
FBgn0052945,0,0,0,0
FBgn0027930,0,0,0,0
FBgn0037232,226,82,348,290
FBgn0040687,0,0,0,0
FBgn0037235,51,23,84,83
FBgn0037238,2053,729,3601,3129
FBgn0037239,777,228,904,807
FBgn0037240,1142,526,1901,1848
FBgn0003882,279,104,443,389
FBgn0037241,71,28,136,119
FBgn0037244,83,24,123,106
FBgn0051528,62,22,88,86
FBgn0051525,6,2,9,12
FBgn0037250,8,0,1,8
FBgn0037252,560,263,914,757
FBgn0037254,4,0,8,8
FBgn0037255,194,86,326,274
FBgn0051526,35,6,56,38
FBgn0037260,18,3,25,25
FBgn0051523,952,494,1690,1541
FBgn0051522,840,364,1431,1343
FBgn0037251,0,0,3,0
FBgn0037249,1477,606,2457,2092
FBgn0037248,159,61,354,352
FBgn0052944,247,92,388,342
FBgn0037242,17,20,56,25
FBgn0037236,8,22,33,30
FBgn0037231,41,20,65,59
FBgn0037230,1615,487,2510,1976
FBgn0037213,1093,358,1444,1203
FBgn0037215,454,164,798,644
FBgn0037218,864,275,1329,1146
FBgn0015331,243,86,272,210
FBgn0010225,5201,1998,6158,5271
FBgn0037223,2,2,0,4
FBgn0037224,0,0,1,0
FBgn0037227,8,4,10,10
FBgn0041621,41,9,19,24
FBgn0037228,124,46,153,134
FBgn0037229,187,64,247,219
FBgn0037225,68,16,131,109
FBgn0037220,171,90,306,215
FBgn0051516,6,2,6,8
FBgn0037217,40,2,55,44
FBgn0000500,204,81,466,389
FBgn0031670,164,69,263,243
FBgn0000299,885,348,1637,1270
FBgn0260470,0,0,0,0
FBgn0031676,58,18,104,73
FBgn0031682,131,34,164,125
FBgn0031683,543,306,1115,1024
FBgn0031684,152,118,305,303
FBgn0031681,773,342,1350,1234
FBgn0028694,196,83,339,326
FBgn0031678,40,12,57,41
FBgn0031677,0,2,0,2
FBgn0022023,766,303,1620,1176
FBgn0031675,269,94,508,432
FBgn0031673,297,153,614,488
FBgn0016075,1007,399,1570,1245
FBgn0031668,0,0,0,0
FBgn0053113,2944,1221,4554,4113
FBgn0051971,0,0,0,0
FBgn0046776,21,14,52,51
FBgn0031693,398,131,321,339
FBgn0031694,257,96,280,210
FBgn0031695,136,81,268,270
FBgn0031696,339,107,442,413
FBgn0016076,2302,1096,7122,5664
FBgn0015031,554,265,1041,733
FBgn0031701,13,0,22,15
FBgn0016920,127,21,150,135
FBgn0016660,18,10,33,12
FBgn0031703,232,100,403,348
FBgn0031702,323,126,361,379
FBgn0031700,23,2,38,27
FBgn0031698,2637,1008,4288,3545
FBgn0031697,181,61,471,399
FBgn0000228,1158,438,1941,1732
FBgn0003716,721,292,1249,1130
FBgn0051914,0,0,0,1
FBgn0031707,5,2,13,22
FBgn0000318,204,109,275,249
FBgn0031711,95,43,140,124
FBgn0051989,131,62,202,166
FBgn0051648,38,24,91,68
FBgn0051915,122,54,244,190
FBgn0002525,361,128,613,500
FBgn0031717,123,22,94,118
FBgn0031719,0,0,0,0
FBgn0031721,0,0,0,0
FBgn0004620,55,20,110,97
FBgn0041719,0,0,0,0
FBgn0031724,0,0,4,0
FBgn0031728,0,0,2,0
FBgn0031729,0,0,0,0
FBgn0051646,189,40,263,233
FBgn0031725,174,47,256,266
FBgn0031723,0,1,2,0
FBgn0031722,0,0,2,2
FBgn0031720,0,0,0,0
FBgn0031718,0,0,1,0
FBgn0014189,390,141,599,508
FBgn0031716,155,64,338,219
FBgn0031715,3,1,2,6
FBgn0031713,253,107,329,285
FBgn0031710,169,90,232,204
FBgn0031708,111,51,249,214
FBgn0051647,2,0,2,0
FBgn0031730,19,9,40,30
FBgn0024191,95,36,138,128
FBgn0031736,362,167,469,491
FBgn0031735,49,27,170,93
FBgn0051912,3,6,6,1
FBgn0051913,67,27,131,111
FBgn0031740,123,51,209,158
FBgn0031741,66,18,111,92
FBgn0031746,0,0,0,0
FBgn0043362,3523,1354,5062,4022
FBgn0015381,9,2,33,28
FBgn0001128,2393,864,2349,2170
FBgn0031752,795,307,1178,1025
FBgn0031753,52,22,164,122
FBgn0031751,4,2,11,9
FBgn0031749,42,14,61,62
FBgn0031747,0,0,2,0
FBgn0002855,0,0,0,0
FBgn0002856,0,0,0,0
FBgn0031745,34,15,185,146
FBgn0051644,0,2,0,4
FBgn0031739,101,32,188,152
FBgn0031738,397,148,586,613
FBgn0031737,147,65,283,166
FBgn0031734,949,452,1443,1122
FBgn0031733,90,18,143,113
FBgn0031732,0,0,0,0
FBgn0031731,2,0,0,0
FBgn0003980,4,0,2,4
FBgn0031757,4,0,12,6
FBgn0031758,0,0,0,0
FBgn0001942,5914,2509,12069,10320
FBgn0001941,350,145,522,507
FBgn0031760,89,60,189,222
FBgn0031763,10,0,4,4
FBgn0051643,65,20,108,83
FBgn0031768,121,48,223,191
FBgn0031769,173,56,276,246
FBgn0031770,755,282,1360,1175
FBgn0031772,25,9,43,64
FBgn0031774,66,26,136,108
FBgn0031776,25,24,35,44
FBgn0051642,91,30,195,209
FBgn0031784,0,0,0,2
FBgn0031785,0,2,4,2
FBgn0040950,0,0,0,0
FBgn0031786,0,0,0,0
FBgn0051639,0,0,0,0
FBgn0031782,48,20,90,73
FBgn0031779,227,92,325,295
FBgn0031777,18,16,38,31
FBgn0031775,26,14,8,14
FBgn0031773,117,34,137,142
FBgn0031771,1716,799,2967,2442
FBgn0029161,1,2,1,1
FBgn0000052,1971,596,5120,3900
FBgn0031766,10,3,8,16
FBgn0025742,206,88,343,253
FBgn0031764,21,20,53,44
FBgn0001170,4,0,8,6
FBgn0001089,14,7,19,20
FBgn0031759,1882,775,3281,2818
FBgn0000308,1573,643,2217,2209
FBgn0031756,4,2,23,11
FBgn0003979,0,0,2,0
FBgn0040949,0,0,0,2
FBgn0026755,65,8,24,12
FBgn0031791,35,18,83,110
FBgn0260452,6,7,22,25
FBgn0015623,1316,587,2406,2116
FBgn0031803,0,0,2,0
FBgn0031805,42,34,96,71
FBgn0043854,8,0,6,22
FBgn0031808,279,192,441,307
FBgn0031811,87,30,133,134
FBgn0031815,670,316,1122,991
FBgn0031820,1066,393,1652,1407
FBgn0027496,106,35,213,185
FBgn0051638,533,183,870,660
FBgn0031824,233,70,268,189
FBgn0031822,16,14,25,24
FBgn0031818,245,77,407,348
FBgn0031817,67,40,172,124
FBgn0031816,217,63,273,248
FBgn0031814,1279,528,1855,1783
FBgn0011722,1877,782,2863,2274
FBgn0031804,0,0,0,0
FBgn0031801,558,205,666,537
FBgn0031800,253,128,523,414
FBgn0031799,296,119,517,480
FBgn0031792,11,4,18,22
FBgn0031826,2,2,6,6
FBgn0051637,598,223,1088,866
FBgn0031830,512,197,955,754
FBgn0031831,0,0,0,0
FBgn0031836,756,386,1957,1565
FBgn0028467,396,175,535,454
FBgn0000392,0,0,0,0
FBgn0031851,72,26,113,103
FBgn0046704,1195,457,1950,1600
FBgn0031853,21,6,18,10
FBgn0031855,241,79,555,493
FBgn0051910,8,12,46,37
FBgn0031854,18,12,56,26
FBgn0025777,606,273,1077,963
FBgn0025595,438,166,318,239
FBgn0031850,905,403,1004,928
FBgn0031849,6,5,10,8
FBgn0028703,1932,790,3240,2984
FBgn0031848,6,2,6,7
FBgn0000351,16,2,16,9
FBgn0028990,637,260,2101,1740
FBgn0031844,2,0,0,2
FBgn0051636,28,10,40,16
FBgn0051633,50,37,95,76
FBgn0051635,2580,880,4700,4032
FBgn0051634,9,2,9,12
FBgn0031837,23,6,35,30
FBgn0031834,96,34,145,83
FBgn0031832,41,19,57,51
FBgn0031829,2,0,6,2
FBgn0031858,859,365,1289,1157
FBgn0051631,0,0,0,0
FBgn0031860,58,34,97,93
FBgn0051632,82,30,130,123
FBgn0017551,125,40,178,182
FBgn0031866,1484,458,2766,2343
FBgn0031868,210,92,252,261
FBgn0004838,5524,2155,9451,8991
FBgn0020616,306,145,451,394
FBgn0031875,18,6,28,16
FBgn0031877,20,4,35,39
FBgn0021944,78,26,92,115
FBgn0031879,1561,625,1492,1249
FBgn0016978,370,165,614,549
FBgn0031878,6,2,2,8
FBgn0031876,16,14,36,21
FBgn0031874,16,4,28,36
FBgn0031873,40,12,64,24
FBgn0031872,72,22,69,42
FBgn0031871,121,70,191,155
FBgn0031869,228,97,429,395
FBgn0028554,224,119,374,384
FBgn0026196,95,32,230,204
FBgn0052829,8,2,16,16
FBgn0011737,578,196,944,918
FBgn0042092,14,4,25,23
FBgn0031865,58,40,109,87
FBgn0031861,0,0,0,0
FBgn0042189,0,0,0,0
FBgn0015776,881,513,1797,1631
FBgn0031857,932,338,1652,1372
FBgn0031856,8,2,15,13
FBgn0003046,39,11,32,37
FBgn0031881,49,24,107,55
FBgn0031885,1593,650,2518,2276
FBgn0031887,0,0,0,3
FBgn0031893,296,142,566,423
FBgn0051909,0,0,0,0
FBgn0031900,0,0,0,0
FBgn0031897,1982,702,2317,2045
FBgn0031896,292,124,590,496
FBgn0031895,159,26,199,176
FBgn0031894,13,10,8,14
FBgn0031888,14,8,24,45
FBgn0031886,9,6,9,11
FBgn0051907,16,6,56,16
FBgn0031882,170,56,228,275
FBgn0051908,301,98,509,424
FBgn0031902,106,43,120,153
FBgn0031903,18,16,23,23
FBgn0002938,13028,6794,29965,25607
FBgn0031905,4,2,7,6
FBgn0031907,115,57,177,157
FBgn0031908,159,50,217,261
FBgn0031910,2,0,3,0
FBgn0028387,209,72,286,302
FBgn0031914,453,253,1060,988
FBgn0031918,12,6,12,14
FBgn0031920,55,11,97,78
FBgn0011283,20,30,24,14
FBgn0045495,4,2,12,12
FBgn0041247,0,0,2,2
FBgn0025697,554,258,757,651
FBgn0031913,367,133,270,221
FBgn0031909,63,24,91,73
FBgn0031906,41,12,51,42
FBgn0031904,195,98,320,299
FBgn0083141,0,0,6,2
FBgn0031925,656,340,809,745
FBgn0031926,34,12,47,45
FBgn0040299,152,106,381,341
FBgn0041181,311,133,450,394
FBgn0031941,0,0,0,2
FBgn0003961,0,0,0,0
FBgn0031946,0,0,0,0
FBgn0031947,238,128,296,231
FBgn0031951,82,35,116,115
FBgn0031952,1260,455,2397,2124
FBgn0031950,437,189,681,633
FBgn0031948,303,157,755,592
FBgn0031942,34,28,79,77
FBgn0031940,10,0,8,4
FBgn0014454,1,6,0,3
FBgn0031939,94,33,49,46
FBgn0031937,234,79,209,207
FBgn0031936,82,44,353,328
FBgn0031935,41,26,47,43
FBgn0053296,34,21,63,69
FBgn0041182,2995,1227,2967,2764
FBgn0031929,0,0,3,2
FBgn0027515,211,93,525,472
FBgn0004177,1250,525,1964,1674
FBgn0031954,0,0,0,2
FBgn0011861,0,0,0,0
FBgn0031968,110,43,203,144
FBgn0031975,156,72,401,380
FBgn0031977,94,36,156,135
FBgn0044323,1321,490,2359,2067
FBgn0031979,13,10,36,26
FBgn0031981,1273,388,1831,1517
FBgn0010287,34,12,53,36
FBgn0013531,6,2,62,16
FBgn0011230,9355,3795,14282,11542
FBgn0031980,544,323,971,842
FBgn0031976,8,8,5,10
FBgn0031974,29,6,146,165
FBgn0031973,232,93,1169,956
FBgn0031972,102,33,266,235
FBgn0031970,13,16,6,12
FBgn0031969,305,155,843,790
FBgn0053121,1,0,6,14
FBgn0051902,0,0,6,12
FBgn0031961,16,2,34,17
FBgn0031959,36,20,75,66
FBgn0045038,238,126,516,430
FBgn0031957,8,4,2,2
FBgn0031955,396,156,756,676
FBgn0020618,4540,1790,9824,8632
FBgn0031986,18,8,26,26
FBgn0031988,318,175,625,547
FBgn0051606,39,18,39,32
FBgn0031996,41,16,81,67
FBgn0031997,79,44,118,121
FBgn0031999,105,56,303,216
FBgn0015299,24,20,71,86
FBgn0032002,17,4,19,42
FBgn0032003,2,0,6,6
FBgn0032008,214,110,828,749
FBgn0011902,0,0,0,0
FBgn0032013,150,42,270,267
FBgn0032014,77,30,105,88
FBgn0032016,36,13,75,68
FBgn0032018,442,164,709,518
FBgn0032020,39,16,41,31
FBgn0032022,174,73,283,230
FBgn0032024,0,0,5,4
FBgn0032025,292,130,616,469
FBgn0051901,2,0,0,3
FBgn0032026,447,245,919,777
FBgn0032021,843,408,1181,903
FBgn0032017,41,36,43,36
FBgn0032015,158,56,230,170
FBgn0003502,513,224,693,573
FBgn0032010,2452,730,2934,2268
FBgn0028987,2,0,2,0
FBgn0032006,927,382,1881,1621
FBgn0032005,400,198,635,521
FBgn0032004,10,2,0,4
FBgn0032000,96,36,169,124
FBgn0003607,167,68,309,285
FBgn0031998,179,78,384,284
FBgn0031992,60,40,110,125
FBgn0031990,1966,736,3509,2912
FBgn0031987,119,52,234,176
FBgn0031985,1314,472,1881,1664
FBgn0032029,163,52,164,173
FBgn0032030,56,40,93,120
FBgn0032032,52,25,99,90
FBgn0032034,20,11,37,33
FBgn0032036,529,198,1067,928
FBgn0041717,2,2,0,0
FBgn0032039,0,0,0,0
FBgn0032040,0,2,5,4
FBgn0051898,15,4,17,6
FBgn0020497,1040,528,1619,1331
FBgn0027932,1060,428,1187,1169
FBgn0051897,17,3,42,24
FBgn0053194,0,0,0,4
FBgn0051896,0,0,0,0
FBgn0032047,20,4,16,20
FBgn0032052,83,36,111,99
FBgn0032054,48,15,100,86
FBgn0032055,2,16,4,4
FBgn0016122,1035,446,929,847
FBgn0028394,124,54,237,212
FBgn0051603,0,0,0,0
FBgn0011259,2652,1092,4205,4004
FBgn0051895,0,0,0,2
FBgn0051602,6,0,2,2
FBgn0051604,0,0,0,0
FBgn0032053,29,6,46,70
FBgn0032051,51,31,107,108
FBgn0032050,54,26,99,78
FBgn0032048,237,82,491,405
FBgn0032049,2,0,10,4
FBgn0051892,0,0,0,0
FBgn0026718,155,43,304,320
FBgn0027490,126,49,182,136
FBgn0001137,140,48,137,134
FBgn0032042,217,92,287,300
FBgn0014417,240,74,186,164
FBgn0001084,49,16,60,56
FBgn0040959,0,0,0,0
FBgn0040958,0,0,0,0
FBgn0040098,0,0,0,0
FBgn0015583,0,0,0,0
FBgn0032033,38,12,26,36
FBgn0032031,46,18,50,43
FBgn0001114,3444,1131,3093,2477
FBgn0051889,0,0,0,0
FBgn0051890,0,0,0,0
FBgn0032061,20,14,36,13
FBgn0032065,0,0,0,0
FBgn0029123,1049,368,1836,1586
FBgn0052986,0,0,0,0
FBgn0052987,0,0,0,0
FBgn0052988,0,0,0,0
FBgn0052983,0,0,0,0
FBgn0032072,0,0,0,0
FBgn0032069,2,0,2,2
FBgn0032068,0,0,0,2
FBgn0032067,2,0,0,0
FBgn0032066,2,0,4,0
FBgn0003209,1168,426,2655,2248
FBgn0004914,866,321,1395,1086
FBgn0032059,116,53,163,139
FBgn0032058,4,0,10,0
FBgn0051888,0,0,0,0
FBgn0032057,0,0,4,0
FBgn0032074,0,0,4,2
FBgn0032075,155,62,174,177
FBgn0052985,0,0,0,0
FBgn0052984,0,0,0,4
FBgn0032082,0,0,2,2
FBgn0040963,2,2,2,0
FBgn0032085,10,3,13,3
FBgn0032086,0,0,0,0
FBgn0040964,57,30,83,72
FBgn0015316,15,10,26,24
FBgn0032087,0,0,0,0
FBgn0032088,0,0,0,0
FBgn0032094,0,0,0,0
FBgn0032095,2,0,2,2
FBgn0051609,0,0,0,0
FBgn0032096,0,0,0,0
FBgn0052982,569,216,1110,914
FBgn0032100,45,12,88,87
FBgn0032101,98,44,139,97
FBgn0051708,203,33,252,226
FBgn0032090,0,0,0,0
FBgn0032089,0,0,0,0
FBgn0013746,221,71,319,309
FBgn0011705,42,10,22,36
FBgn0032084,45,9,53,38
FBgn0032083,21,16,36,27
FBgn0032080,0,0,0,0
FBgn0032079,63,30,110,94
FBgn0032078,262,123,371,375
FBgn0041092,2755,1121,4650,4008
FBgn0032109,549,114,112,153
FBgn0010314,77,23,8,16
FBgn0026439,2467,1030,3603,3019
FBgn0032110,0,0,2,2
FBgn0032111,0,0,0,0
FBgn0012036,3321,1259,4884,4101
FBgn0032116,27,12,97,80
FBgn0011232,358,107,587,365
FBgn0032119,3,0,14,6
FBgn0032115,28,4,32,27
FBgn0032105,8,2,3,4
FBgn0032104,3,0,10,7
FBgn0051885,1,0,0,3
FBgn0002973,1001,418,1703,1574
FBgn0032123,1157,414,1609,1482
FBgn0032122,27,6,31,51
FBgn0032124,4,0,2,14
FBgn0032125,2,4,2,8
FBgn0032126,7,6,8,4
FBgn0032127,7,16,31,23
FBgn0032131,0,0,0,0
FBgn0019809,4,0,10,7
FBgn0040070,544,274,946,910
FBgn0032135,530,166,790,674
FBgn0032136,6448,2674,9072,7719
FBgn0053299,12,2,70,44
FBgn0011207,193,95,316,318
FBgn0032138,813,348,1433,1200
FBgn0051710,68,60,152,144
FBgn0000273,3601,1506,6071,5477
FBgn0051882,0,0,2,2
FBgn0032132,0,0,0,0
FBgn0014179,6,2,4,6
FBgn0051709,0,0,0,0
FBgn0028479,1116,513,2243,1890
FBgn0032129,107,38,167,165
FBgn0004868,1110,561,1788,1509
FBgn0032139,449,168,1002,858
FBgn0032140,312,85,619,575
FBgn0032143,6,0,16,12
FBgn0032144,4,0,6,0
FBgn0032147,100,44,197,174
FBgn0032149,38,10,58,42
FBgn0032169,46,22,65,80
FBgn0032170,523,171,940,821
FBgn0032172,266,98,430,390
FBgn0032171,25,18,52,40
FBgn0032168,44,28,86,86
FBgn0063449,10,6,31,19
FBgn0025881,1,0,2,2
FBgn0063389,0,0,0,0
FBgn0063392,0,0,2,2
FBgn0063391,0,0,0,0
FBgn0032150,9,10,28,38
FBgn0011291,36,12,40,38
FBgn0015035,938,753,219,218
FBgn0028704,8769,3583,14524,13249
FBgn0000180,128,41,189,171
FBgn0043456,588,287,1255,962
FBgn0011584,750,328,1101,999
FBgn0032176,0,0,0,0
FBgn0027600,18,2,11,9
FBgn0053302,0,0,0,0
FBgn0032178,23,5,55,43
FBgn0032187,240,63,155,174
FBgn0032188,60,16,79,71
FBgn0005593,3513,1358,6659,6098
FBgn0032194,66,22,120,112
FBgn0032195,38,22,95,66
FBgn0032198,204,106,299,275
FBgn0032197,190,84,242,237
FBgn0032196,126,62,214,182
FBgn0024320,1089,400,1658,1539
FBgn0032193,28,6,55,36
FBgn0032192,4,0,16,12
FBgn0032191,404,159,585,470
FBgn0032189,41,22,70,54
FBgn0028675,87,32,72,55
FBgn0051874,9,0,0,15
FBgn0032184,6,4,25,14
FBgn0032181,91,34,117,73
FBgn0032175,11,4,7,13
FBgn0051755,24,4,38,14
FBgn0051875,4,0,7,11
FBgn0040965,16,10,4,6
FBgn0004419,317,132,402,431
FBgn0051717,62,22,103,60
FBgn0010407,119,54,190,144
FBgn0032204,88,28,139,82
FBgn0032205,39,14,52,59
FBgn0032214,73,32,136,114
FBgn0032217,275,131,511,437
FBgn0032219,0,0,0,0
FBgn0032222,221,103,372,338
FBgn0032223,553,242,907,914
FBgn0019932,99,31,122,105
FBgn0051715,46,25,58,64
FBgn0032224,84,38,185,184
FBgn0032225,93,26,133,115
FBgn0032229,170,89,264,255
FBgn0003087,4,0,0,2
FBgn0032230,85,43,186,152
FBgn0032231,96,38,215,133
FBgn0032233,366,142,546,576
FBgn0032234,38,18,55,34
FBgn0032235,6,4,8,8
FBgn0032236,77,26,166,136
FBgn0051716,1588,591,2493,2142
FBgn0051718,2,2,0,6
FBgn0003942,1517,610,2844,2588
FBgn0025366,439,180,819,771
FBgn0032243,176,66,295,235
FBgn0032244,18,4,18,15
FBgn0032246,265,102,572,489
FBgn0032247,32,14,31,24
FBgn0004915,123,44,212,157
FBgn0032250,57,16,62,83
FBgn0027052,192,62,249,206
FBgn0032251,43,19,69,99
FBgn0032252,46,16,85,59
FBgn0027611,2643,1069,2560,2176
FBgn0032256,66,23,77,70
FBgn0026431,75,40,90,109
FBgn0032260,9,8,10,4
FBgn0032258,216,65,320,305
FBgn0051719,270,136,566,541
FBgn0032253,240,132,184,134
FBgn0032249,831,268,1627,1175
FBgn0032248,41,26,92,68
FBgn0005683,10,8,36,14
FBgn0032242,270,108,450,327
FBgn0004106,4,0,4,2
FBgn0053303,240,78,470,326
FBgn0027568,649,262,973,894
FBgn0032228,4,0,4,2
FBgn0032221,308,146,570,538
FBgn0011703,6,18,23,18
FBgn0032218,265,124,403,332
FBgn0032216,162,62,238,221
FBgn0027491,897,404,1846,1464
FBgn0032213,873,381,906,799
FBgn0005322,135,58,270,230
FBgn0032211,0,0,10,2
FBgn0032210,178,77,323,267
FBgn0032209,0,0,2,0
FBgn0032208,4273,1834,6723,5317
FBgn0003751,8,8,26,9
FBgn0011305,296,130,401,460
FBgn0032200,181,63,292,294
FBgn0000229,451,189,635,572
FBgn0024248,364,144,609,549
FBgn0032261,27,21,84,68
FBgn0010398,69,26,62,92
FBgn0032264,248,81,405,336
FBgn0032265,0,0,1,2
FBgn0032266,98,26,94,101
FBgn0032268,27,3,13,21
FBgn0051872,0,0,0,0
FBgn0043825,0,0,0,0
FBgn0051871,33,18,51,43
FBgn0040496,2,0,21,27
FBgn0032280,0,0,0,0
FBgn0032281,4,2,10,13
FBgn0032287,150,44,355,324
FBgn0032289,0,0,0,6
FBgn0032290,58,48,131,106
FBgn0032291,16,2,13,15
FBgn0032293,58,34,92,78
FBgn0032295,432,174,803,651
FBgn0027550,984,360,1135,971
FBgn0015320,202,108,289,262
FBgn0032297,808,319,908,921
FBgn0032296,186,47,251,176
FBgn0032294,0,0,0,2
FBgn0027868,144,50,217,175
FBgn0032292,126,50,219,218
FBgn0024740,63,15,35,29
FBgn0023496,7,0,22,14
FBgn0032286,0,0,0,0
FBgn0032285,8562,4387,4620,4543
FBgn0032284,3,0,8,5
FBgn0032283,213,56,169,132
FBgn0032282,94,82,191,179
FBgn0032271,4,0,4,4
FBgn0032269,41,19,74,71
FBgn0032262,81,12,118,66
FBgn0032299,2,4,18,4
FBgn0051870,6,2,4,5
FBgn0032303,14,4,46,36
FBgn0032304,5,6,49,38
FBgn0027363,808,263,1212,1042
FBgn0032311,0,0,0,2
FBgn0032318,15,7,33,31
FBgn0032321,87,16,128,78
FBgn0032322,108,67,158,164
FBgn0041781,832,322,1565,1213
FBgn0026148,30,22,54,62
FBgn0026147,1033,346,1662,1576
FBgn0040096,2,4,7,9
FBgn0023415,12,8,16,8
FBgn0032331,12,6,16,18
FBgn0040967,8,6,2,9
FBgn0032330,414,177,650,557
FBgn0032329,0,0,0,0
FBgn0015756,1661,648,3278,3095
FBgn0000146,26,6,16,24
FBgn0004872,0,6,6,17
FBgn0010612,406,180,767,635
FBgn0000018,60,26,88,81
FBgn0053129,504,211,695,636
FBgn0032315,0,0,0,4
FBgn0032314,0,0,4,4
FBgn0032313,2,0,0,2
FBgn0032312,0,0,0,0
FBgn0024227,4,4,0,0
FBgn0027453,184,98,420,339
FBgn0069354,7,6,38,41
FBgn0032305,2356,808,2917,2690
FBgn0051869,362,166,410,315
FBgn0032298,56,20,135,118
FBgn0032335,0,0,0,0
FBgn0032338,174,61,280,242
FBgn0032339,321,135,553,484
FBgn0041246,10,4,38,20
FBgn0032348,607,217,1025,897
FBgn0040211,152,56,242,172
FBgn0032354,53,20,93,86
FBgn0032358,117,33,170,130
FBgn0020270,76,25,92,82
FBgn0040232,10,6,16,2
FBgn0014076,6,4,39,50
FBgn0032350,1290,438,2129,1913
FBgn0010197,39,8,51,56
FBgn0051867,7,2,8,8
FBgn0028700,26,5,19,22
FBgn0032346,24,17,32,39
