Geneid,CHD1fem1,CHD1fem2,CHD1male1,CHD1male2,OREfem1,OREfem2,OREmale1,OREmale2
FBgn0031238,50,51,98,39,160,132,196,178
FBgn0031239,384,192,721,262,889,634,1390,1282
FBgn0031232,14,6,24,20,33,29,40,39
FBgn0031227,6,3,20,12,61,25,48,42
FBgn0051974,87,52,181,79,272,195,196,205
FBgn0051975,0,0,0,0,0,0,0,0
FBgn0051976,0,0,0,0,0,0,0,0
FBgn0031219,0,4,26,6,16,32,19,22
FBgn0026787,98,44,230,76,202,155,302,254
FBgn0002931,57,26,138,57,93,46,104,117
FBgn0051973,702,351,1254,452,773,697,1243,1136
FBgn0031209,8,0,13,2,7,12,8,7
FBgn0002121,467,238,689,225,1046,974,1196,1120
FBgn0036970,0,4,12,2,8,18,14,21
FBgn0036974,344,245,800,265,1474,979,1793,1618
FBgn0036975,306,213,589,248,1046,838,990,855
FBgn0024887,28,18,60,20,74,72,77,46
FBgn0036977,0,4,2,0,3,0,0,4
FBgn0001259,39,26,50,20,12,11,40,35
FBgn0036979,6,2,16,6,9,2,17,13
FBgn0036980,404,273,768,257,1028,740,1482,1237
FBgn0036985,28,16,63,16,62,42,54,58
FBgn0036991,72,28,129,48,205,138,268,230
FBgn0036993,112,74,229,70,397,192,359,317
FBgn0036996,6,2,83,2,10,72,49,32
FBgn0036997,98,72,328,79,590,807,780,643
FBgn0036998,12,14,33,18,46,41,59,75
FBgn0036999,43,20,93,27,110,67,153,149
FBgn0037001,620,401,1283,561,1652,1312,2126,1902
FBgn0052425,567,357,920,387,812,520,1274,1172
FBgn0037003,15,12,45,17,50,15,72,45
FBgn0037004,4,6,16,9,31,12,36,36
FBgn0037005,14,4,48,8,33,24,78,39
FBgn0037009,26,16,56,28,61,66,73,70
FBgn0037011,27,16,70,34,146,106,109,111
FBgn0037013,5,1,6,4,22,19,18,13
FBgn0001323,102,47,138,43,176,100,182,135
FBgn0037012,48,42,50,35,135,101,108,110
FBgn0037008,25,18,55,41,76,56,110,58
FBgn0037007,470,308,860,431,1331,918,1407,1384
FBgn0037000,31,29,81,30,59,53,98,82
FBgn0052428,69,48,184,72,227,173,266,279
FBgn0036995,65,78,407,145,134,710,695,535
FBgn0036994,31,20,72,30,89,53,142,101
FBgn0036992,300,206,958,226,539,550,1314,1075
FBgn0036990,34,30,65,24,82,73,92,106
FBgn0029158,102,62,173,66,198,108,235,200
FBgn0036988,49,38,103,59,111,107,178,173
FBgn0036987,46,19,67,50,69,68,113,100
FBgn0036986,108,66,260,121,187,202,361,312
FBgn0036984,187,100,456,193,387,264,749,627
FBgn0028978,195,104,260,112,612,694,1041,833
FBgn0027565,55,22,72,48,183,164,218,215
FBgn0001247,445,242,915,402,774,657,1265,1027
FBgn0036978,4,2,4,0,3,3,0,2
FBgn0036973,15,12,52,12,41,32,53,52
FBgn0037014,14,6,16,13,30,27,20,28
FBgn0037016,75,39,145,52,206,112,225,180
FBgn0040634,4,2,2,7,12,8,13,10
FBgn0016696,1373,765,2347,872,2733,2163,3888,3373
FBgn0037020,72,56,149,49,199,153,260,211
FBgn0037024,91,80,207,64,273,232,342,324
FBgn0037025,16,12,34,11,51,32,72,60
FBgn0037027,283,148,537,205,667,713,1047,900
FBgn0037030,0,1,0,0,1,2,2,1
FBgn0040636,20,9,27,17,77,52,93,91
FBgn0037031,53,31,144,56,128,112,170,179
FBgn0040637,2,2,2,0,6,4,0,2
FBgn0037035,14,6,20,4,24,20,43,26
FBgn0011591,131,75,329,112,284,134,545,461
FBgn0052432,1394,718,2756,965,2863,2276,5282,4314
FBgn0027055,59,71,151,64,190,155,253,212
FBgn0037026,105,49,191,84,217,167,445,344
FBgn0037023,0,0,0,0,0,0,4,2
FBgn0027364,4,2,0,1,8,0,12,14
FBgn0037022,0,0,0,0,0,0,0,0
FBgn0037021,457,249,845,326,923,644,1550,1242
FBgn0037019,43,34,98,20,87,66,152,105
FBgn0037018,11,18,68,16,68,51,74,81
FBgn0037017,30,12,48,9,38,38,76,61
FBgn0045474,10,4,29,4,40,17,47,21
FBgn0037015,102,51,274,98,247,192,440,405
FBgn0001320,63,33,149,36,176,119,177,151
FBgn0037037,2,0,2,0,0,0,0,2
FBgn0053283,0,0,0,0,0,0,0,0
FBgn0037042,4,4,16,2,9,8,2,4
FBgn0037044,57,32,110,45,107,101,178,162
FBgn0028402,48,26,76,25,106,67,133,115
FBgn0026179,1297,612,2732,1025,3455,2330,5793,4735
FBgn0053284,6,4,10,5,7,6,27,25
FBgn0037050,56,35,160,75,179,116,270,257
FBgn0037057,138,167,343,120,422,439,537,489
FBgn0037060,396,246,907,298,593,471,1018,794
FBgn0028427,100,72,265,108,268,227,458,372
FBgn0004865,224,125,447,163,456,346,814,658
FBgn0037061,10,18,39,13,38,38,33,37
FBgn0037059,2,0,4,0,2,2,8,2
FBgn0053056,119,81,240,74,264,266,431,353
FBgn0053054,3,4,17,5,17,20,31,20
FBgn0041100,20,6,30,8,23,19,30,37
FBgn0024150,144,79,230,102,369,266,448,413
FBgn0037051,194,143,325,143,591,395,562,550
FBgn0020294,202,108,369,144,357,302,686,562
FBgn0053285,4,4,6,5,4,4,11,8
FBgn0037045,41,14,43,26,76,36,80,78
FBgn0003415,2066,1118,4068,1403,3910,2781,6018,5225
FBgn0053286,0,4,2,0,0,0,0,0
FBgn0053287,3,0,2,2,0,0,0,0
FBgn0037040,0,0,0,0,2,2,4,0
FBgn0037039,0,0,4,0,0,0,0,2
FBgn0037038,2,0,2,0,0,0,3,0
FBgn0037036,0,0,0,0,2,0,0,0
FBgn0037068,2,6,7,2,2,2,14,8
FBgn0037069,6,1,23,0,16,12,23,29
FBgn0037071,39,30,110,50,155,64,111,139
FBgn0037073,127,58,192,53,262,213,277,245
FBgn0052436,3,0,8,0,8,6,10,4
FBgn0052437,0,0,0,0,0,0,0,0
FBgn0052440,0,0,0,0,0,2,0,2
FBgn0053288,28,27,66,24,76,78,137,94
FBgn0005694,327,189,588,197,841,619,1059,899
FBgn0037087,25,16,26,12,57,44,59,72
FBgn0037090,145,113,315,114,396,414,512,450
FBgn0037092,101,59,214,70,207,190,332,255
FBgn0037093,399,255,814,302,751,666,1041,863
FBgn0037094,598,375,931,311,1065,860,1456,1135
FBgn0053289,0,0,0,0,2,4,2,2
FBgn0015283,104,115,299,114,351,301,466,417
FBgn0028663,150,67,219,118,319,206,412,295
FBgn0053290,0,0,0,0,2,4,0,4
FBgn0037101,0,0,0,0,4,2,0,6
FBgn0052438,54,22,108,48,198,132,198,225
FBgn0052441,92,62,259,64,283,222,389,332
FBgn0037102,22,8,46,15,78,52,93,88
FBgn0037099,0,0,2,0,26,13,7,10
FBgn0037098,1527,841,3026,983,3058,1972,4231,3831
FBgn0029152,165,122,463,143,456,378,685,563
FBgn0026371,26,16,46,16,66,41,76,86
FBgn0015239,167,113,288,106,333,300,391,357
FBgn0037086,0,0,2,0,0,14,14,6
FBgn0037085,5,0,4,0,10,11,20,7
FBgn0014143,16,7,28,12,35,22,70,64
FBgn0037082,28,27,104,49,74,54,90,106
FBgn0037081,186,81,316,139,290,240,410,322
FBgn0002842,18,10,19,10,35,22,31,54
FBgn0037078,0,0,0,2,0,0,0,0
FBgn0037076,6,10,43,12,40,34,28,52
FBgn0037074,639,416,1307,549,1319,1198,1968,1882
FBgn0003042,159,86,343,106,355,250,519,419
FBgn0037070,1,0,2,0,4,4,2,3
FBgn0037067,2,2,6,2,4,0,5,7
FBgn0037065,2,0,4,0,2,6,6,2
FBgn0027945,178,121,287,122,429,203,374,348
FBgn0037064,11,12,100,14,78,90,96,86
FBgn0037063,149,94,301,136,400,300,492,460
FBgn0037106,32,12,50,32,80,45,73,75
FBgn0037108,132,86,283,127,342,313,508,500
FBgn0037110,24,20,59,22,96,66,93,84
FBgn0043783,138,167,352,54,120,269,206,169
FBgn0052445,0,0,8,0,2,0,0,0
FBgn0052446,35,52,254,65,180,134,219,249
FBgn0037115,0,0,4,0,0,2,0,0
FBgn0037117,107,96,311,136,217,219,436,365
FBgn0037121,12,22,33,10,54,34,76,59
FBgn0037125,0,0,0,0,4,2,5,4
FBgn0037128,4,8,0,2,0,2,2,2
FBgn0037131,26,26,41,13,65,26,66,68
FBgn0037133,0,1,2,1,0,0,0,5
FBgn0000560,0,2,10,2,10,6,2,10
FBgn0022936,28,10,30,12,57,33,68,47
FBgn0037134,28,16,105,37,80,56,124,139
FBgn0037135,1405,906,2117,815,3193,2356,3855,3008
FBgn0037139,0,0,0,0,2,0,2,0
FBgn0037138,901,576,2238,961,1782,1356,3055,2674
FBgn0046301,68,24,147,42,144,122,210,229
FBgn0052448,9,2,13,4,18,6,29,18
FBgn0037130,191,154,430,184,476,448,814,760
FBgn0037129,4,4,2,1,2,4,6,11
FBgn0037127,2,0,0,0,0,0,0,0
FBgn0037126,43,31,101,48,153,81,252,257
FBgn0037124,2,0,0,0,0,2,4,4
FBgn0037123,0,2,0,0,2,2,2,0
FBgn0037122,6,0,2,0,10,11,19,13
FBgn0037120,174,114,449,172,495,370,795,679
FBgn0052447,10,2,36,4,8,10,28,12
FBgn0037116,280,141,642,239,478,416,760,727
FBgn0037114,0,2,2,0,0,2,2,4
FBgn0037109,391,275,710,318,776,749,1264,1049
FBgn0037107,176,143,516,207,581,435,894,872
FBgn0037105,61,34,145,66,103,117,154,149
FBgn0037140,49,37,124,48,159,83,239,177
FBgn0037142,323,221,763,277,764,563,1410,1106
FBgn0037143,2,0,0,0,0,0,4,0
FBgn0037144,23,16,30,14,70,32,49,35
FBgn0029091,19,2,16,12,19,14,23,16
FBgn0037146,2628,1789,5010,2183,5276,5510,8095,6614
FBgn0000045,61,14,118,32,295,211,290,288
FBgn0004514,105,54,216,74,242,148,327,324
FBgn0037149,14,8,21,6,25,39,48,51
FBgn0000100,3807,2429,5258,2030,12317,10320,11214,9240
FBgn0004414,0,0,0,0,0,0,0,0
FBgn0037151,18,6,40,16,40,76,78,72
FBgn0037150,62,54,124,37,168,136,219,198
FBgn0027532,348,202,742,250,914,833,1193,1081
FBgn0037147,6,2,10,4,4,2,8,10
FBgn0037141,31,16,74,33,69,48,86,82
FBgn0052449,0,0,1,1,3,2,5,3
FBgn0015075,68,34,120,62,115,96,199,158
FBgn0004179,580,336,1330,588,1579,1115,2251,2133
FBgn0025702,457,233,772,258,1022,743,1458,1276
FBgn0027086,288,185,432,224,778,654,741,591
FBgn0052450,27,18,75,14,75,76,129,103
FBgn0037162,67,38,135,43,129,176,248,212
FBgn0037164,101,81,297,92,357,284,574,463
FBgn0037165,28,10,34,7,49,79,86,107
FBgn0037166,114,33,227,90,243,320,309,293
FBgn0037167,54,70,120,18,227,507,421,400
FBgn0037163,390,269,758,275,872,666,1100,939
FBgn0004449,2663,1662,5357,1964,5913,4905,9168,8227
FBgn0011771,154,94,375,121,356,266,467,363
FBgn0037156,20,8,53,16,45,32,97,73
FBgn0028500,501,293,1020,423,787,710,1464,1196
FBgn0037169,25,4,36,14,51,55,77,72
FBgn0037170,66,40,95,36,128,132,183,200
FBgn0037172,8,4,20,8,20,10,46,29
FBgn0037174,0,0,0,4,9,4,4,4
FBgn0037176,32,20,141,74,0,0,0,0
FBgn0037179,0,0,0,0,0,0,0,0
FBgn0037180,0,0,0,0,0,0,0,0
FBgn0052453,0,0,0,0,0,0,0,0
FBgn0037181,0,6,4,2,8,2,6,6
FBgn0052452,27,14,59,37,76,62,91,90
FBgn0037185,44,16,57,20,54,55,90,95
FBgn0260481,6,11,33,8,34,34,41,16
FBgn0037188,164,103,311,96,326,267,461,432
FBgn0052451,1370,795,3324,1450,3368,2942,5450,4752
FBgn0037191,11,5,22,8,10,16,37,27
FBgn0010830,107,65,205,80,263,192,457,371
FBgn0037186,109,66,186,80,221,182,383,324
FBgn0037184,29,25,74,37,61,67,101,93
FBgn0037183,2,1,0,0,0,2,4,2
FBgn0037182,221,143,417,166,482,510,579,606
FBgn0037178,0,0,0,0,0,0,0,0
FBgn0037177,0,0,0,0,0,0,0,0
FBgn0037175,0,0,0,0,0,0,0,0
FBgn0037171,263,170,560,189,655,502,791,727
FBgn0037195,2,13,26,0,13,8,20,4
FBgn0037197,0,4,5,0,2,0,1,0
FBgn0053169,6,6,9,4,17,22,15,16
FBgn0037200,1,0,1,0,0,0,2,0
FBgn0037202,10,5,23,4,27,11,20,25
FBgn0037203,56,38,124,35,94,53,153,144
FBgn0037204,2,0,0,2,0,2,2,2
FBgn0037205,4,0,2,0,2,0,0,8
FBgn0037206,65,40,169,44,134,112,223,167
FBgn0037207,70,30,137,61,205,171,248,221
FBgn0052457,6,4,6,6,15,12,6,28
FBgn0052461,4,0,2,0,6,8,12,8
FBgn0044324,414,241,735,315,852,863,1105,1067
FBgn0010348,436,303,1004,401,1363,1035,1357,1343
FBgn0020518,0,2,1,0,0,2,4,1
FBgn0037199,81,69,161,78,271,222,491,308
FBgn0052459,0,2,2,0,2,2,2,4
FBgn0052462,0,0,0,0,0,0,0,0
FBgn0052460,0,0,0,0,0,0,0,0
FBgn0037397,0,0,0,0,0,0,1,0
FBgn0046878,14,14,6,0,12,19,21,17
FBgn0037402,2,0,2,0,2,0,0,2
FBgn0037405,0,0,6,0,0,0,3,6
FBgn0037406,0,0,0,0,0,0,0,0
FBgn0051562,0,0,0,0,0,0,0,0
FBgn0037408,24,22,61,26,72,54,126,85
FBgn0037409,10,10,35,9,20,20,38,16
FBgn0037410,20,6,36,12,2,0,4,4
FBgn0037411,4,0,0,2,0,0,2,0
FBgn0037413,0,0,0,0,4,0,6,1
FBgn0027527,2,0,0,0,0,2,2,6
FBgn0037414,2,0,16,2,105,47,114,97
FBgn0037415,2,2,8,4,18,20,18,18
FBgn0037416,2,0,12,2,82,101,131,111
FBgn0037419,0,2,0,0,2,0,0,2
FBgn0037421,0,0,0,0,0,2,0,0
FBgn0037422,0,0,0,0,2,2,0,1
FBgn0040279,0,0,0,0,0,0,0,0
FBgn0037424,0,0,2,2,0,0,0,0
FBgn0051561,0,0,0,0,6,10,6,4
FBgn0051560,0,0,2,0,0,0,0,0
FBgn0037427,2,0,4,0,8,2,2,4
FBgn0037428,0,0,0,0,0,0,0,2
FBgn0037420,0,0,0,0,0,0,0,0
FBgn0037418,0,0,0,0,0,0,0,0
FBgn0037412,0,0,0,0,40,18,39,18
FBgn0051559,0,0,4,0,0,0,8,4
FBgn0046875,0,2,4,2,0,2,2,2
FBgn0046876,14,33,14,12,40,40,40,24
FBgn0026077,40,36,133,87,146,159,256,185
FBgn0037399,0,0,2,2,0,0,0,0
FBgn0037398,0,2,6,0,6,4,14,10
FBgn0037396,26,22,44,20,38,34,20,25
FBgn0037374,81,45,190,67,236,176,299,308
FBgn0037375,183,91,461,181,340,292,702,645
FBgn0028690,183,118,334,144,492,371,584,456
FBgn0037377,13,12,80,20,60,52,91,77
FBgn0037379,202,123,447,168,492,394,669,608
FBgn0037384,56,20,88,38,125,65,144,128
FBgn0037386,18,15,61,24,65,46,89,77
FBgn0037387,411,331,732,203,1063,634,1295,1111
FBgn0037388,0,0,4,0,2,0,2,4
FBgn0037389,0,0,2,4,0,0,2,0
FBgn0028436,21,18,59,28,41,40,79,65
FBgn0037395,0,0,2,0,2,0,12,0
FBgn0003261,2568,1419,4536,1614,6506,4962,8429,6977
FBgn0010403,6,20,14,35,18,65,22,22
FBgn0011281,17,44,37,70,20,136,40,28
FBgn0040679,0,0,0,0,2,0,2,0
FBgn0037391,182,126,430,161,326,381,687,496
FBgn0029088,301,154,613,236,596,464,1055,923
FBgn0037383,28,14,52,20,65,42,91,70
FBgn0037382,83,51,180,93,202,198,311,251
FBgn0037378,37,19,59,37,101,59,138,119
FBgn0037376,12,11,89,42,80,43,87,74
FBgn0037372,22,8,67,20,51,42,86,68
FBgn0037329,96,62,214,98,202,168,394,278
FBgn0011715,51,26,102,58,120,88,225,171
FBgn0037332,243,154,559,176,452,371,869,748
FBgn0051550,498,361,1015,324,1108,943,1568,1463
FBgn0010051,1679,1079,2887,1032,3286,2245,4567,3656
FBgn0037338,28,8,109,20,81,50,133,74
FBgn0037341,109,82,207,65,311,153,371,299
FBgn0041191,122,84,303,131,464,341,477,491
FBgn0037345,4,2,21,2,20,10,20,24
FBgn0037347,104,50,190,107,265,283,395,363
FBgn0019637,0,0,0,0,0,0,0,0
FBgn0037351,2270,1420,2713,1257,7444,6078,6095,4776
FBgn0051551,0,0,2,0,0,0,4,4
FBgn0051549,36,25,91,34,100,74,126,93
FBgn0037354,68,49,157,68,180,125,175,125
FBgn0037356,66,48,146,54,121,99,159,173
FBgn0037359,10,2,20,6,24,34,63,51
FBgn0046222,58,34,100,44,148,98,162,159
FBgn0037363,899,542,1774,808,1864,1351,2519,2262
FBgn0037368,8,4,20,12,14,28,50,36
FBgn0037370,31,22,113,33,84,94,129,98
FBgn0027497,330,130,578,240,472,321,833,623
FBgn0037371,88,70,156,79,187,130,286,248
FBgn0037369,14,8,44,16,44,28,60,34
FBgn0004878,0,0,6,4,4,0,12,4
FBgn0037365,6,22,46,20,42,26,110,110
FBgn0037364,14,16,51,12,37,31,83,79
FBgn0010772,827,471,1646,596,1893,1485,2286,2005
FBgn0037360,178,118,350,115,455,440,575,609
FBgn0037358,154,58,255,113,368,286,532,456
FBgn0027951,529,312,1089,355,1172,833,1760,1510
FBgn0051548,92,42,145,80,371,277,367,359
FBgn0051546,2,0,12,4,6,8,20,0
FBgn0044823,46,20,72,34,104,77,141,120
FBgn0037350,17,8,26,4,60,28,61,38
FBgn0017550,183,76,339,123,401,339,534,499
FBgn0014366,62,41,153,26,144,76,208,190
FBgn0037344,1179,688,2103,734,2067,1682,3190,2708
FBgn0037342,46,29,117,47,123,92,182,145
FBgn0037340,12,14,40,17,46,18,30,48
FBgn0037339,339,194,617,250,652,403,985,787
FBgn0037336,968,519,1904,715,1841,1593,2922,2469
FBgn0010399,234,173,588,225,555,416,1075,822
FBgn0051547,395,272,776,305,940,581,1425,1139
FBgn0015402,459,257,741,345,760,636,1283,991
FBgn0025825,0,0,0,0,0,0,0,0
FBgn0037330,16,16,79,24,81,90,93,124
FBgn0037328,829,596,1224,471,2854,2598,2456,2106
FBgn0037327,405,281,780,259,891,1112,1570,1164
FBgn0037295,80,58,195,67,151,132,270,218
FBgn0037294,10,10,26,10,28,8,41,18
FBgn0037297,112,52,209,84,253,205,381,291
FBgn0037299,52,43,164,70,161,128,175,207
FBgn0037301,95,54,205,73,172,148,312,208
FBgn0037304,3,2,18,8,24,19,47,46
FBgn0037310,30,36,70,26,98,94,140,106
FBgn0051542,0,0,0,0,0,0,0,0
FBgn0003275,12,21,50,27,99,88,95,90
FBgn0011965,0,0,0,0,0,0,0,0
FBgn0037325,10,20,50,22,77,53,96,117
FBgn0037324,10,15,28,38,84,158,35,54
FBgn0037323,4,0,2,0,10,12,8,14
FBgn0037322,0,0,0,0,0,0,0,0
FBgn0001311,34,14,65,8,137,70,136,141
FBgn0037320,0,0,2,0,2,4,0,0
FBgn0037315,338,223,860,317,905,960,1554,1231
FBgn0037312,60,43,116,54,104,156,212,181
FBgn0051538,214,123,439,140,401,419,708,511
FBgn0037307,20,6,28,8,33,21,37,42
FBgn0037305,14,10,36,26,69,59,66,78
FBgn0260462,749,547,2010,845,1482,1409,2375,2099
FBgn0053293,8,11,14,4,40,17,12,26
FBgn0040208,189,113,318,129,457,300,553,435
FBgn0037298,528,333,1138,434,1565,1308,2778,2292
FBgn0037296,2,0,10,0,15,10,28,28
FBgn0004913,99,81,216,70,208,198,325,281
FBgn0037290,162,142,323,148,404,213,372,334
FBgn0037293,85,54,189,81,180,130,242,160
FBgn0040684,0,0,0,0,0,0,0,0
FBgn0010313,1660,786,3171,1064,3459,2048,4616,3971
FBgn0037292,25,18,35,18,53,38,64,58
FBgn0037291,6,2,3,6,4,0,6,9
FBgn0037288,444,235,890,427,582,352,782,584
FBgn0004436,308,175,632,245,896,710,967,1008
FBgn0004183,4,3,10,8,5,13,6,9
FBgn0020280,0,0,0,0,0,0,0,0
FBgn0037262,57,32,87,20,109,96,123,124
FBgn0037263,11,2,20,5,12,6,14,22
FBgn0022981,0,2,0,0,0,0,0,0
FBgn0037265,111,48,214,89,136,114,174,197
FBgn0010750,90,56,299,79,235,181,417,269
FBgn0037279,64,49,181,46,206,164,252,215
FBgn0037280,6,0,26,2,20,24,19,12
FBgn0037284,0,0,0,0,0,0,0,0
FBgn0037283,0,0,0,0,0,0,0,0
FBgn0037282,143,100,365,126,303,288,479,415
FBgn0026417,28,28,35,18,56,72,129,133
FBgn0037276,6,2,6,0,10,2,14,2
FBgn0037275,18,14,32,11,48,34,66,53
FBgn0027570,160,95,311,137,225,154,334,300
FBgn0037270,388,324,803,352,1315,1025,1793,1395
FBgn0040466,18,9,26,13,67,40,66,54
FBgn0037261,304,224,641,277,829,598,1054,886
FBgn0052945,0,0,0,0,0,0,0,0
FBgn0027930,0,0,0,0,0,0,0,0
FBgn0037232,66,78,226,82,194,168,348,290
FBgn0040687,0,0,0,0,0,0,0,0
FBgn0037235,29,22,51,23,58,58,84,83
FBgn0037238,783,422,2053,729,1944,1421,3601,3129
FBgn0037239,392,311,777,228,1093,1037,904,807
FBgn0037240,582,323,1142,526,1383,1028,1901,1848
FBgn0003882,155,75,279,104,318,242,443,389
FBgn0037241,64,18,71,28,123,84,136,119
FBgn0037244,42,19,83,24,120,60,123,106
FBgn0051528,41,15,62,22,52,42,88,86
FBgn0051525,6,3,6,2,22,12,9,12
FBgn0037250,2,0,8,0,8,8,1,8
FBgn0037252,283,177,560,263,637,580,914,757
FBgn0037254,4,2,4,0,6,4,8,8
FBgn0037255,103,70,194,86,236,168,326,274
FBgn0051526,22,4,35,6,13,21,56,38
FBgn0037260,3,4,18,3,18,11,25,25
FBgn0051523,691,352,952,494,1654,1151,1690,1541
FBgn0051522,553,315,840,364,1129,655,1431,1343
FBgn0037251,1,0,0,0,0,2,3,0
FBgn0037249,965,668,1477,606,2003,1697,2457,2092
FBgn0037248,106,56,159,61,499,196,354,352
FBgn0052944,117,60,247,92,264,201,388,342
FBgn0037242,12,11,17,20,19,25,56,25
FBgn0037236,18,8,8,22,17,31,33,30
FBgn0037231,23,8,41,20,55,48,65,59
FBgn0037230,686,703,1615,487,1439,1267,2510,1976
FBgn0037213,664,334,1093,358,1147,826,1444,1203
FBgn0037215,285,187,454,164,542,484,798,644
FBgn0037218,429,286,864,275,931,665,1329,1146
FBgn0015331,86,56,243,86,248,145,272,210
FBgn0010225,2007,1680,5201,1998,5221,4273,6158,5271
FBgn0037223,0,2,2,2,4,6,0,4
FBgn0037224,2,2,0,0,0,2,1,0
FBgn0037227,6,0,8,4,0,4,10,10
FBgn0041621,28,28,41,9,18,16,19,24
FBgn0037228,76,59,124,46,89,103,153,134
FBgn0037229,93,44,187,64,102,107,247,219
FBgn0037225,36,20,68,16,64,59,131,109
FBgn0037220,107,38,171,90,193,152,306,215
FBgn0051516,4,2,6,2,2,4,6,8
FBgn0037217,20,7,40,2,31,18,55,44
FBgn0000500,84,48,204,81,271,304,466,389
FBgn0031670,104,50,164,69,278,206,263,243
FBgn0000299,563,416,885,348,1378,1098,1637,1270
FBgn0260470,0,0,0,0,0,0,0,0
FBgn0031676,14,18,58,18,73,46,104,73
FBgn0031682,48,34,131,34,135,129,164,125
FBgn0031683,247,142,543,306,634,486,1115,1024
FBgn0031684,86,80,152,118,257,181,305,303
FBgn0031681,359,204,773,342,961,705,1350,1234
FBgn0028694,118,85,196,83,273,187,339,326
FBgn0031678,6,10,40,12,16,26,57,41
FBgn0031677,0,0,0,2,2,0,0,2
FBgn0022023,542,335,766,303,1262,1013,1620,1176
FBgn0031675,105,54,269,94,313,210,508,432
FBgn0031673,209,83,297,153,331,345,614,488
FBgn0016075,522,334,1007,399,1035,809,1570,1245
FBgn0031668,0,0,0,0,0,0,0,0
FBgn0053113,1384,797,2944,1221,3215,2286,4554,4113
FBgn0051971,0,0,0,0,0,0,0,0
FBgn0046776,26,4,21,14,24,28,52,51
FBgn0031693,194,141,398,131,421,404,321,339
FBgn0031694,95,76,257,96,183,176,280,210
FBgn0031695,84,36,136,81,191,123,268,270
FBgn0031696,191,94,339,107,365,278,442,413
FBgn0016076,1665,801,2302,1096,4442,2314,7122,5664
FBgn0015031,280,131,554,265,797,704,1041,733
FBgn0031701,0,41,13,0,54,26,22,15
FBgn0016920,37,28,127,21,103,63,150,135
FBgn0016660,10,10,18,10,18,18,33,12
FBgn0031703,172,138,232,100,319,145,403,348
FBgn0031702,160,69,323,126,350,178,361,379
FBgn0031700,14,12,23,2,35,31,38,27
FBgn0031698,1548,832,2637,1008,2842,2067,4288,3545
FBgn0031697,85,45,181,61,235,148,471,399
FBgn0000228,592,332,1158,438,1185,1004,1941,1732
FBgn0003716,323,199,721,292,940,589,1249,1130
FBgn0051914,0,0,0,0,0,0,0,1
FBgn0031707,5,3,5,2,4,10,13,22
FBgn0000318,123,47,204,109,217,157,275,249
FBgn0031711,42,42,95,43,126,86,140,124
FBgn0051989,48,22,131,62,111,82,202,166
FBgn0051648,27,8,38,24,69,37,91,68
FBgn0051915,66,43,122,54,171,107,244,190
FBgn0002525,186,90,361,128,435,330,613,500
FBgn0031717,32,38,123,22,106,90,94,118
FBgn0031719,0,0,0,0,0,2,0,0
FBgn0031721,0,0,0,0,0,0,0,0
FBgn0004620,23,14,55,20,65,56,110,97
FBgn0041719,0,0,0,0,0,0,0,0
FBgn0031724,0,0,0,0,2,5,4,0
FBgn0031728,0,0,0,0,2,0,2,0
FBgn0031729,0,0,0,0,0,2,0,0
FBgn0051646,53,39,189,40,141,143,263,233
FBgn0031725,62,38,174,47,159,110,256,266
FBgn0031723,0,0,0,1,0,0,2,0
FBgn0031722,0,0,0,0,0,0,2,2
FBgn0031720,0,0,0,0,0,0,0,0
FBgn0031718,2,0,0,0,0,0,1,0
FBgn0014189,169,120,390,141,459,383,599,508
FBgn0031716,63,47,155,64,160,101,338,219
FBgn0031715,7,2,3,1,0,4,2,6
FBgn0031713,130,64,253,107,200,195,329,285
FBgn0031710,63,46,169,90,119,120,232,204
FBgn0031708,77,40,111,51,150,124,249,214
FBgn0051647,0,0,2,0,2,0,2,0
FBgn0031730,17,12,19,9,36,44,40,30
FBgn0024191,34,10,95,36,55,83,138,128
FBgn0031736,132,57,362,167,361,298,469,491
FBgn0031735,36,28,49,27,90,59,170,93
FBgn0051912,4,0,3,6,3,2,6,1
FBgn0051913,61,28,67,27,68,64,131,111
FBgn0031740,40,38,123,51,105,85,209,158
FBgn0031741,10,35,66,18,31,24,111,92
FBgn0031746,0,0,0,0,0,0,0,0
FBgn0043362,1507,1010,3523,1354,2580,2293,5062,4022
FBgn0015381,8,0,9,2,25,18,33,28
FBgn0001128,1134,792,2393,864,2433,1261,2349,2170
FBgn0031752,419,218,795,307,744,708,1178,1025
FBgn0031753,26,16,52,22,70,62,164,122
FBgn0031751,8,0,4,2,5,2,11,9
FBgn0031749,16,10,42,14,34,38,61,62
FBgn0031747,0,0,0,0,0,2,2,0
FBgn0002855,0,0,0,0,0,0,0,0
FBgn0002856,0,0,0,0,0,0,0,0
FBgn0031745,53,31,34,15,127,114,185,146
FBgn0051644,0,0,0,2,0,0,0,4
FBgn0031739,55,48,101,32,110,94,188,152
FBgn0031738,146,90,397,148,526,381,586,613
FBgn0031737,72,67,147,65,233,182,283,166
FBgn0031734,375,200,949,452,690,488,1443,1122
FBgn0031733,36,16,90,18,59,60,143,113
FBgn0031732,0,0,0,0,0,0,0,0
FBgn0031731,0,0,2,0,0,0,0,0
FBgn0003980,0,0,4,0,0,2,2,4
FBgn0031757,0,0,4,0,7,4,12,6
FBgn0031758,0,0,0,0,0,0,0,0
FBgn0001942,3268,2129,5914,2509,10732,8456,12069,10320
